total_idle_energy,total_active_energy,total_energy_difference,total_clear_active_energy,total_clear_active_carbon_emission,total_idle_carbon_emission,total_active_carbon_emission,total_carbon_emission_difference
79406.80559999998,83348.72437460003,3941.9187746000534,40061.822055650024,0.05336867139664458,0.05075277599226949,0.0560972651173739,0.005344489125104414
