total_idle_energy,total_active_energy,total_energy_difference,total_idle_carbon_emission,total_active_carbon_emission,total_carbon_emission_difference
1019.9493701317624,1077.788304030964,1205.3645704919822,0.025415009951904766,0.025382123218824167,8.522211194918608e-05
