api-gateway_energy,clientone_energy,clientthree_energy,clienttwo_energy,kernel_processes_energy,orchestrator_energy,policy-enforcer_energy,rabbitmq_energy,server_energy,sidecar_energy,system_processes_energy
0.0,0.0,0.0,30.329210117679388,13830.284456431764,6.122117545854213,0.0,43.61618015196265,0.0,14.140616707087226,4460.086379732873
0.0,0.0,0.0,30.31235561955022,13298.417699273028,6.346430842690966,0.0,44.73968978951439,0.0,15.72428860322126,3042.7165965391337
0.0,0.0,0.0,32.979546455137175,12988.714549920844,6.5339351758799635,0.0,44.68473399370173,0.0,14.412607018602499,2185.2553224340013
0.0,0.0,0.0,33.99217048506053,12786.621148808534,6.578293281407316,0.0,46.66352471293784,0.0,14.273312230906367,2056.5117132733035
0.0,0.0,0.0,36.134975428691256,12660.298787961647,6.743529125356351,0.0,46.66213011856682,0.0,14.412930510744847,1674.0524708345315
0.0,0.0,0.0,37.623144972209104,12518.1509610977,6.8193879232271675,0.0,48.37089072307597,0.0,12.996954521841968,1733.4171424807196
0.0,0.0,0.0,38.09916024584338,12394.093029380301,7.06529672983418,0.0,48.57758758996285,0.0,12.649212117544476,1355.8323318304385
0.0,0.0,0.0,38.45047394848014,12186.766186717137,7.073245075119522,0.0,48.73051136652695,0.0,11.044634150239968,1111.953518679267
0.0,0.6224153044116861,0.0,38.00523911797559,12071.207152951227,7.086008851139286,0.0,48.65290005556493,0.0,13.888067366830937,679.0260469675086
0.0,0.6820123167583264,0.0,37.13383859136353,12006.728475299971,7.104201066808467,0.0,50.32030396888594,0.0,14.088284729754989,668.634524515752
0.0,0.6224317270103471,0.0,38.00975075014507,11983.163685427713,7.1084932724003025,0.0,50.04695776382931,0.0,18.63007653714004,517.8657300261477
0.0,0.6820299314005448,0.0,38.40563038530644,11958.846226622278,7.098024526747528,0.0,49.59061183256495,0.0,20.476798863903166,463.4865443521365
0.0,0.6224477966628708,0.0,38.48808959922192,11928.309491117338,6.935834546543383,0.0,49.271939272472196,0.0,25.287245507559003,381.26517509860776
0.0,0.6820463984115178,0.0,38.516448842802966,11948.419772336358,6.748197712237123,0.0,47.8982468480578,0.0,27.78112228678648,564.3562140734302
0.0,0.6223936744044629,0.0,37.762745822763414,12188.885596053071,6.549461769904881,0.0,48.331010226156444,0.0,30.702526717254774,1014.8852187527192
0.0,0.6819867136169466,0.0,36.01375088774931,12619.261891281802,6.476813101070172,0.0,45.68366707396056,0.0,33.73040921982758,700.0633117013217
0.0,0.6224721669886163,0.0,35.062144247211926,12978.127475056182,6.244305746319166,0.0,44.910774573510906,0.0,36.80748478370551,699.0403179941655
0.0,0.6820719608444044,0.0,34.21681970042841,13223.604430947315,6.198868276027569,0.0,43.297106785763546,0.0,38.121197245153475,573.175878958905
0.0,0.0,0.0,34.50519016151427,13439.530715278079,5.9757440216066,0.0,42.91633666864338,0.0,38.492510361001585,366.5805341967582
0.0,0.0,0.0,35.07464033339355,13629.19388441588,5.979406461817332,0.0,43.03325061236175,0.0,38.872377960530585,611.7846245988959
0.0,0.0,0.0,33.93672036421469,13839.233026169344,5.762416154295649,0.0,42.654080035353076,0.0,39.165722968634014,436.0450827833308
0.0,0.0,0.0,33.51694770885043,14051.94217773415,5.731918482921556,0.0,43.19190143701616,0.0,39.85834576088512,695.5116301177503
0.0,0.0,0.0,32.66561595091862,14215.743300998787,5.712179829090088,0.0,42.935106551223846,0.0,39.2608790581936,470.5255889019753
0.0,0.0,0.0,33.2924434265776,14222.157326437882,5.995390413588969,0.0,41.044735230067104,0.0,40.057148553416276,510.1389453125804
0.0,0.0,0.0,40.73711014058522,17127.528929083004,7.144440822967378,0.0,46.82825573589636,0.0,3.649451103114323,1336.1558195445743
