total_idle_energy,total_active_energy,total_energy_difference,total_idle_carbon_emission,total_active_carbon_emission,total_carbon_emission_difference
555956.8153846153,578912.8576476349,22956.042263019597,0.27472711070072264,0.3037469742401569,0.029019863539434254
