total_idle_energy,total_active_energy,total_energy_difference,total_clear_active_energy,total_clear_active_carbon_emission,total_idle_carbon_emission,total_active_carbon_emission,total_carbon_emission_difference
76744.57319999997,80659.51774858001,3914.944548580039,22712.1078265,0.027562506780944827,0.025906947584273955,0.03105853015302529,0.005151582568751336
