timestamp,api-gateway_energy,clientone_energy,clientthree_energy,clienttwo_energy,orchestrator_energy,policy-enforcer_energy,rabbitmq_energy,server_energy,sidecar_energy,system_processes_energy,api-gateway_cpu_usage,clientone_cpu_usage,clientthree_cpu_usage,clienttwo_cpu_usage,orchestrator_cpu_usage,policy-enforcer_cpu_usage,rabbitmq_cpu_usage,server_cpu_usage,sidecar_cpu_usage,api-gateway_memory_usage,clientone_memory_usage,clientthree_memory_usage,clienttwo_memory_usage,orchestrator_memory_usage,policy-enforcer_memory_usage,rabbitmq_memory_usage,server_memory_usage,sidecar_memory_usage,api-gateway_memory_rss_usage,clientone_memory_rss_usage,clientthree_memory_rss_usage,clienttwo_memory_rss_usage,orchestrator_memory_rss_usage,policy-enforcer_memory_rss_usage,rabbitmq_memory_rss_usage,server_memory_rss_usage,sidecar_memory_rss_usage,api-gateway_memory_cache_usage,clientone_memory_cache_usage,clientthree_memory_cache_usage,clienttwo_memory_cache_usage,orchestrator_memory_cache_usage,policy-enforcer_memory_cache_usage,rabbitmq_memory_cache_usage,server_memory_cache_usage,sidecar_memory_cache_usage,api-gateway_carbon_coal,clientone_carbon_coal,clientthree_carbon_coal,clienttwo_carbon_coal,orchestrator_carbon_coal,policy-enforcer_carbon_coal,rabbitmq_carbon_coal,server_carbon_coal,sidecar_carbon_coal,system_processes_carbon_coal,api-gateway_carbon_emission,clientone_carbon_emission,clientthree_carbon_emission,clienttwo_carbon_emission,kernel_processes_carbon_emission,orchestrator_carbon_emission,policy-enforcer_carbon_emission,rabbitmq_carbon_emission,server_carbon_emission,sidecar_carbon_emission,system_processes_carbon_emission
2026-06-29 20:58:43.131999969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39873.62188975118,0.0024349000490556817,0.007307029265371033,0.003927027784263365,0.00692575099370361,0.002718468301621958,0.004507523904030031,0.021193241490307248,0.007733758606062583,0.022033969808907403,753.4952170713759,46146.51273260498,701.3152774534982,51507.96721657462,4391.765439800374,17297.856137354902,2041555.261956809,43142.51965934676,44606.49970488528,502.33014471425065,45935.025506516045,701.3152774534982,51363.88898659819,1996.257018091079,16825.237117208595,1320925.3164861035,42661.37631742096,449385.5866333613,0.0,0.0,0.0,0.0,0.0,0.0,520449.494342886,0.0,226.03177260441188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013162597571491665,0.0,0.0,0.0,0.0,3.5446385303922124e-07,0.0,0.0,0.0,0.0,0.0,0.008059532607759662
2026-06-29 20:58:58.131999969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39873.62188975118,0.0024349000490556817,0.007307029265371033,0.004024251652912122,0.00692575099370361,0.002718468301621958,0.0018883239084692264,0.01972519654462964,0.004040773085530797,0.022857444884900362,753.4952170713759,46146.51273260498,387.7992204882206,51507.96721657462,4391.765439800374,213.07148284528608,1161081.193029308,249.09993188673738,52800.43102437851,502.33014471425065,45935.025506516045,484.74902561027574,51363.88898659819,1996.257018091079,159.80361213396458,752251.3591214422,398.5598910187798,555734.7865031069,0.0,0.0,0.0,0.0,0.0,0.0,295202.43074952654,0.0,247.4599703548697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013519544852741667,0.0,0.0,0.0,0.0,3.612225487742156e-07,0.0,0.0,0.0,0.0,0.0,0.008263857610742305
2026-06-29 20:59:13.131999969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37597.588655319334,0.001767372200607067,0.007307029265371033,0.004024251652912122,0.0,0.002718468301621958,0.0023869262887953706,0.019725196544629637,0.004040773085530797,0.017381958101049318,546.9245033112584,46146.51273260498,387.7992204882206,0.0,4391.765439800374,269.33193056286166,1161081.193029308,249.09993188673738,57374.133652740464,364.6163355408389,45935.025506516045,484.74902561027574,0.0,1996.257018091079,201.99894792214624,752251.3591214421,398.5598910187798,434810.2273940076,0.0,0.0,0.0,0.0,0.0,0.0,295202.43074952654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013829321299661726,0.0,0.0,0.0,0.0,3.6798124450921e-07,0.0,0.0,0.0,0.0,0.0,0.008442183575491286
2026-06-29 20:59:28.131999969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37597.588655319334,0.0015644638631857597,0.0,0.004024251652912122,0.002851502639371423,0.002718468301621958,0.0017141313321935824,0.019725196544629637,0.004040773085530797,0.01723702245538615,484.133235221977,0.0,387.7992204882206,196173.11189018152,4391.765439800374,193.41623706820974,1161081.193029308,249.09993188673738,56698.28313475964,322.75549014798463,0.0,484.74902561027574,161342.1456534073,1996.257018091079,145.0621778011573,752251.3591214421,398.5598910187798,348110.2984060461,0.0,0.0,0.0,0.0,0.0,0.0,295202.43074952654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014185055197809875,0.0,0.0,0.0,0.0,3.747399402442044e-07,0.0,0.0,0.0,0.0,0.0,0.008645881316264868
2026-06-29 20:59:43.131999969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36997.889873392385,0.002504669984650449,0.003899177433293145,0.004024251652912122,0.004090749855240303,0.0,0.0023996969852601306,0.017801218360408093,0.004040773085530797,0.016084439785647858,115931.71775431416,174.7980924133958,387.7992204882206,280712.8055447351,0.0,131.4775820450927,7156.781261805817,249.09993188673738,254552.41010512583,93926.60123726685,131.09856931004686,484.74902561027574,231460.5464020635,0.0,93086.12808792564,6963.354741216471,398.5598910187798,393145.1082159564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014540789095958021,0.0,0.0,0.0,0.0,3.814986359791987e-07,0.0,0.0,0.0,0.0,0.0,0.008823045354085218
2026-06-29 20:59:58.131999969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36997.889873392385,0.0025473004870738085,0.003899177433293145,0.00392243281131093,0.004090749855240303,0.0,0.0023996969852601306,0.017801218360408093,0.002817024956577795,0.015937780177983786,186307.3810415886,174.7980924133958,174031.19317499097,281428.85718797706,0.0,131.4775820450927,7156.781261805817,173.66001751483896,253868.5205667511,151010.2660172349,131.09856931004686,148536.8045820483,231460.5464020635,0.0,93086.12808792564,6963.354741216471,277.85602802374234,305413.91198954324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014896522994106168,0.0,0.0,0.0,0.0,3.882573317141931e-07,0.0,0.0,0.0,0.0,0.0,0.009026132400246878
2026-06-29 21:00:13.131999969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36851.570771384744,0.0025473004870738085,0.003899177433293145,0.00392243281131093,0.004090749855240303,0.0023153325719988873,0.0024078800455043397,0.013269028165848193,0.0,0.016297731153025904,186307.3810415886,174.7980924133958,174031.19317499097,281428.85718797706,157742.56019500399,43.14485548158759,5334.664752550057,0.0,334541.5810576232,151010.2660172349,131.09856931004686,148536.8045820483,231460.5464020635,151531.91366851242,152603.3538383753,5190.484624102757,0.0,451231.4686616819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015176264851828889,0.0,0.0,0.0,0.0,3.9501602744918754e-07,0.0,0.0,0.0,0.0,0.0,0.009204800173101215
2026-06-29 21:00:28.131999969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36851.570771384744,0.0025473004870738085,0.003899177433293145,0.00392243281131093,0.004090749855240303,0.0023153325719988873,0.0024078800455043397,0.016465226682028905,0.0037345205018102213,0.01640327124763544,186307.3810415886,174.7980924133958,174031.19317499097,281428.85718797706,157742.56019500399,43.14485548158759,1136686.3696042444,3724.57691336196,322687.7753918958,151010.2660172349,131.09856931004686,148536.8045820483,231460.5464020635,151531.91366851242,152603.3538383753,734615.2568259158,165364.31758861666,530628.941922723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015530226360162222,0.0,0.0,0.0,0.0,4.017747231841819e-07,0.0,0.0,0.0,0.0,0.0,0.009407349915190861
2026-06-29 21:00:43.131999969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36395.776785119,0.0025473004870738085,0.003899177433293145,0.00392243281131093,0.0029886336650743117,0.0023153325719988873,0.0023775028864656826,0.016465226682028905,0.0037345205018102213,0.011782271866566446,186307.3810415886,174.7980924133958,174031.19317499097,205607.2325805829,157742.56019500399,289.0057729313662,1136686.3696042444,3724.57691336196,158440.2522740587,151010.2660172349,131.09856931004686,148536.8045820483,169101.21752557423,151531.91366851242,184044.13085311095,734615.2568259158,165364.31758861666,446450.3413855306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015884187868495547,0.0,0.0,0.0,0.0,4.0853341891917626e-07,0.0,0.0,0.0,0.0,0.0,0.00958432114091375
2026-06-29 21:00:58.131999969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36395.776785119,0.0,0.003778690160965434,0.0037201366830301287,0.0038772459705676272,0.0023153325719988873,0.002377502886465683,0.01547552474462425,0.0037345205018102213,0.01410405362925093,0.0,122.41262858406603,348462.9255302082,246468.021490306,157742.56019500399,289.0057729313663,1973441.2985680301,3724.57691336196,142723.31917184684,0.0,112864.44355450888,297208.7143453011,201403.41041812662,151531.91366851242,184044.130853111,1273659.4057558654,165364.31758861666,535884.2267554823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01623814937682889,0.0,0.0,0.0,0.0,4.152921146541707e-07,0.0,0.0,0.0,0.0,0.0,0.009786331794056845
