total_idle_energy,total_active_energy,total_energy_difference,total_idle_carbon_emission,total_active_carbon_emission,total_carbon_emission_difference
60567.498,65886.93119910001,5319.4331991000145,0.04943003252751794,0.0537671985046778,0.004337165977159864
