total_idle_energy,total_active_energy,total_energy_difference,total_clear_active_energy,total_clear_active_carbon_emission,total_idle_carbon_emission,total_active_carbon_emission,total_carbon_emission_difference
557693.723076923,571790.2030769231,14096.480000000098,226546.9287469856,0.48422273593316983,0.48716827939799917,0.5194271849760403,0.032258905578041175
