total_idle_energy,total_active_energy,total_energy_difference,total_clear_active_energy,total_clear_active_carbon_emission,total_idle_carbon_emission,total_active_carbon_emission,total_carbon_emission_difference
79005.44519999999,83088.218824525,4082.7736245250126,40228.26494510001,0.06048594095900803,0.057915396306548,0.0631962820246531,0.005280885718105102
