total_idle_energy,total_active_energy,total_energy_difference,total_idle_carbon_emission,total_active_carbon_emission,total_carbon_emission_difference
556328.7876923076,579443.6749463743,23114.88725406665,0.1114635727029898,0.1455427797274169,0.034079207024427086
