api-gateway_energy,clientone_energy,clientthree_energy,clienttwo_energy,kernel_processes_energy,orchestrator_energy,policy_energy,policy-enforcer_energy,rabbitmq_energy,server_energy,sidecar_energy,system_processes_energy
385.11836595535686,767.9748568767848,671.5193878942849,695.6093197642865,21086.919538401457,290.4260680482144,578.8612285714303,279.6712079464282,1481.3827714285721,766.6554870553549,5065.159903884885,52499.035941835675
379.85539368750096,791.9107719218846,686.3662914657134,706.4976712500005,21198.83582377914,295.77028985178583,587.0566285714307,282.75749729464195,1490.1264000000047,789.7083467442844,4991.248568678407,52813.01995422122
367.4788884107151,814.425283217243,706.6531397028574,719.6070069642856,21282.716812864837,302.53168140642845,588.3901714285724,287.09857515535657,1511.3293714285712,811.0949812671454,4918.502920826266,52854.746976906965
357.0580285714287,831.7411714285728,719.2805142857147,731.3312571428572,21346.64537142857,307.86428571428513,589.2876000000002,291.15154285714226,1520.8035428571388,828.4068000000025,4890.480632342859,52548.88911428568
339.46611428571356,834.0019714285718,724.5501428571421,737.4618000000017,21372.91071428572,310.48148571428504,588.6452571428575,292.3613999999996,1535.617799999998,832.0320000000008,4886.842885714287,52301.851714285745
326.03939999999966,830.0386285714278,723.5470285714271,735.1290000000018,21357.68734285716,311.1932571428571,586.848600000002,292.40382857142856,1539.307028571425,831.3333428571434,4873.66045714286,52189.79322857152
311.643257142858,832.609799999999,719.4268285714277,737.2010571428581,21360.22611428571,313.0750285714283,587.1306857142871,294.0415714285719,1559.0833714285698,828.576257142857,4870.294971428571,52090.87551428572
299.8460571428574,831.5007428571442,724.4017714285721,741.5012571428567,21367.386514285718,314.5379142857133,583.8883714285718,295.71222857142857,1565.023885714287,831.6830571428563,4878.2355428571445,52035.37405714287
282.44802857142923,830.8481142857166,723.2292000000009,744.4640571428557,21374.074285714298,315.78197142857056,585.1740857142867,297.52482857142815,1574.383114285714,833.1415714285694,4881.269571428567,52047.59605714291
269.1624857142868,828.4949999999999,722.8110857142866,748.4945142857134,21375.547714285705,316.31528571428527,581.6928857142868,297.73594285714273,1580.2392857142856,833.2102285714276,4874.732485714282,51917.79008571431
253.31065714285674,828.8871428571432,717.939771428573,748.8763714285723,21380.880599999986,318.80365714285716,583.2925714285701,299.28111428571447,1592.5782857142824,833.6113714285724,4880.456228571426,51755.290714285744
248.6877428571424,832.3107428571433,721.0915714285724,756.7961142857146,21397.68591428571,319.4424,579.8674285714269,299.46317142857185,1596.3482571428535,835.5641142857137,4897.153028571425,51671.736257142875
249.89837142857138,828.5621142857134,719.8099714285721,756.2448000000004,21405.843771428594,321.32288571428546,582.6293999999996,300.4200000000004,1591.0462285714304,840.7637999999971,4897.816971428569,51583.01040000002
252.65905714285776,821.9676857142861,715.1469428571442,754.3046571428584,21370.906028571448,320.0168571428572,581.5964571428566,298.915457142857,1592.0940857142875,836.3494285714271,4878.795857142855,51886.17334285717
267.1557428571444,814.4444571428575,695.8059428571436,746.5739142857146,21280.793400000006,319.2174000000003,584.1668571428562,301.99242857142843,1585.062257142857,823.768714285714,4826.597914285711,52619.57665714284
281.91162857142916,793.5827142857146,690.7911428571425,741.8347714285717,21200.716285714294,319.87979999999965,581.9279142857132,301.63165714285714,1585.6873714285719,811.6315714285711,4910.475485778569,53160.954428571386
300.9553714285706,785.0406857142871,685.7534571428569,738.358457142857,21146.904257142876,322.36688571428596,582.9207428571418,307.0208571428574,1559.651914285716,804.2407714285717,5246.749399235712,53310.78694285713
314.49959999999976,770.1338571428574,679.5539999999985,731.0998285714275,21082.583314285712,321.89400000000103,583.8431142857138,308.4665142857146,1556.3738571428587,790.6163142857155,5557.325926617852,53305.52914285712
335.54494285714276,762.7924285714271,670.5380571428556,726.948514285715,21022.020257142834,321.9050571428583,583.9498285714284,308.4287142857144,1536.8379428571404,780.9500571428582,5710.863773785712,53300.364942857115
351.4569428571419,750.530314285714,667.7133428571417,720.729257142857,20963.28548571427,322.13545714285783,584.4196285714285,310.9075714285712,1537.257857142853,768.3657428571431,5869.516385623807,53418.07311428571
372.85200000000026,744.2328857142859,662.9644285714276,717.0636857142842,20908.095171428555,323.81922857142774,584.0223428571429,313.14651428571403,1516.954885714286,761.743800000001,6026.397846353569,53529.33548571431
387.645171428571,726.4992857142844,658.2530571428584,705.8026285714285,20836.913657142828,322.6705714285712,586.6470000000002,313.43219999999974,1517.3845714285715,748.3014000000023,6167.035684183927,53558.55437142861
407.6744775557137,721.3906285714277,650.7756000000007,701.9496000000003,20773.345885714254,327.41280000000006,586.0936285714298,320.0988857142852,1502.7431142857113,738.3353142857171,6332.716088797021,53701.38462857145
420.4072285714284,714.0579428571424,651.0291428571412,699.2516571428569,20747.873314285684,328.8869999999994,589.2251142857154,321.0122571428572,1502.8793999999982,731.3430857142877,6506.987982874642,53421.65357142857
428.05259999999953,715.5105428571435,660.0327428571414,701.6114571428574,20777.911457142833,331.79579999999953,588.6596571428584,322.95548571428606,1490.3825142857131,736.8618857142857,6753.193545010001,52828.038
428.1544285714286,724.7003142857151,661.5354857142862,699.0744857142865,20798.570057142842,331.4849142857141,591.8351142857153,325.94785714285734,1489.2549428571422,737.951142857142,6848.994857142856,52348.21560000001
427.14437142857105,726.9397714285723,659.4168857142873,698.8052571428577,20798.51219999998,332.93134285714234,591.4789714285705,324.8997428571425,1488.538800000001,736.8621428571422,6846.771085714289,52394.47405714287
427.8810857142848,730.2638571428561,660.3598285714305,698.3732571428583,20795.28068571428,335.4832285714278,593.7904285714276,325.54439999999994,1488.798257142857,736.5599999999979,6845.497971428579,52463.709257142866
427.69722857142784,732.6354857142838,659.9430000000015,699.7790571428583,20798.58008571429,341.2913142857143,593.579057142857,330.49877142857247,1486.4986285714306,736.9122857142837,6852.8221714285755,52594.067057142835
