api-gateway_energy,clientone_energy,clientthree_energy,clienttwo_energy,kernel_processes_energy,orchestrator_energy,policy_energy,policy-enforcer_energy,rabbitmq_energy,server_energy,sidecar_energy,system_processes_energy
87.17529342144411,80.34861067503806,57.843576126315575,74.45565145290497,217.79731862177024,49.98530743464059,24.81331332402143,70.87708529487126,82.73355731700117,71.8450666918617,610.7336601232269,2697.533589084027
76.56031687494975,61.434405233612345,40.36227448380356,61.38282126549465,222.90187892830764,48.64645500441385,23.83264743186183,65.39436731154478,77.01905767979194,73.85836350055614,403.30980334574144,2300.608572431519
58.08166232945938,54.74241718203445,40.33271872588359,47.96396382291075,208.57231203473694,51.14500425688126,20.520838254712366,64.8401101880545,87.21705890282963,82.27545520344434,282.92618010220053,1846.0593984023947
48.86992784039356,50.291234009051585,32.65981784693703,32.79636464013713,201.07137807010488,54.06856242829826,18.7066610820027,66.64393482812271,80.21190543651304,85.05740082671706,250.67360034256728,1546.770652858261
41.20005581517594,52.959851710800685,34.63133366439854,29.809845720448617,189.65023247472448,51.89921335261013,18.982916073860157,66.46665794984342,90.98508854217708,80.94211165905926,235.1355846573703,1195.6087856945467
36.55271908000162,44.02984903811546,35.434114449895816,29.817090010312693,194.9169271295859,54.68241534834467,16.823416487741675,67.1794240892649,88.38161013712173,76.2435991032957,233.08983337706914,1094.3880561224619
31.785546037969628,47.34603621709777,33.544109235899846,31.582101007367307,182.54181143516539,53.4458351477381,17.953611818104527,68.03148604868878,91.07291174590131,76.93242596358408,213.95834510039128,1010.2231647263603
30.495129093568647,44.34838757373523,31.162145121271713,31.38725980241326,174.40532046362677,53.33821631863577,14.606481467507077,68.50500650860232,85.5198894251903,76.57461405277647,205.78614880955536,1077.1553773293708
35.05516464772454,41.25142125676238,37.625981274972915,31.405404524938238,172.26799404180002,51.83978073373901,16.51032167542176,68.39805867140949,93.46306269681702,75.24064080493834,204.6291380238503,991.2346496131036
36.0245738419853,38.71375199740815,39.29406734329961,28.48794817200154,171.92183633693529,52.57835841757946,14.815045481113524,67.75949399971985,90.3187683599594,74.52290662463423,200.49590127056433,926.1551907486354
46.70719790185115,41.0751685843948,41.4014337005443,31.002374499022945,172.30691656680997,52.66666164223741,16.40758025545263,68.80037905068765,98.96343151383913,74.07340329537416,193.38551282083714,814.224452448298
