total_idle_energy,total_active_energy,total_energy_difference,total_idle_carbon_emission,total_active_carbon_emission,total_carbon_emission_difference
37562.5465031214,41224.65746412245,3662.1109610010535,0.02508326050535436,0.028592975329838607,0.003509714824484249
