total_idle_energy,total_active_energy,total_energy_difference,total_clear_active_energy,total_clear_active_carbon_emission,total_idle_carbon_emission,total_active_carbon_emission,total_carbon_emission_difference
78270.65639999998,80737.3476,2466.6912000000157,13508.768277499974,0.06177930880913169,0.06025174640969339,0.06543695645906226,0.005185210049368873
