api-gateway_energy,clientone_energy,clientthree_energy,clienttwo_energy,orchestrator_energy,policy_energy,policy-enforcer_energy,rabbitmq_energy,server_energy,sidecar_energy,system_processes_energy
52.787899348348624,65.46966543908393,35.66827084220533,20.09470366535577,66.16946542557807,14.90901832765884,62.55367724681792,100.7788098500673,45.4745738682718,262.2521771850912,1451.6882637559825
54.1413838128171,64.8256266269807,33.899476542928966,20.55984152417932,66.5915866031322,16.139693957378736,63.295747916128995,104.97370587707749,42.32654637297624,264.6928258394234,1353.1090135112668
54.60937099265038,67.47259947681798,36.61979470281457,22.06327852942709,66.09876512560693,15.522470404218453,62.45717004107704,100.1378975103025,42.52100624117976,271.71170695519567,1201.5862966761858
54.335776324959106,67.52319453546886,37.824097744589885,22.49307531398538,66.85949682029978,16.937038746286927,62.392601620700255,101.15237227849407,41.15946664215954,269.8064196934122,1219.1779593661631
54.606774955460416,68.48992609291483,39.0635860486784,25.64228600295842,66.40345170957265,19.035191327134584,61.62742289195619,103.5965800224169,40.160300091630475,270.98493229439674,1340.3245146317088
53.72510521183243,68.97355746865725,39.096903955126216,25.926842242901298,67.32905890865584,18.607458867222487,62.63063130675084,106.77854496366645,38.68241985371879,264.179102279295,1309.684462628123
54.675609881194866,68.6695293256982,39.45181133202302,30.272994709161303,67.49081360202813,21.370879237317137,61.85363508384558,103.01387149170043,37.430417467788914,254.6437225788784,1225.3637646635075
55.44262002450396,64.86562966188599,40.28831685995703,30.54630582087039,68.31636197501028,19.81995252905152,62.28390896930198,106.73785943751979,37.49276550676466,241.6345362200269,1122.4306813485728
55.863544645000815,64.32009255880328,39.134017856544745,32.79732646194479,67.95899315387636,23.15851900438155,61.30443223904535,106.32378008351756,36.52541455395784,235.23026914574461,1297.8493888869539
55.616260313337584,62.93487890865321,39.67327392579783,33.435243762109785,69.08650565769081,22.729499606444833,61.30222862188499,104.26257754427623,33.50046902023944,233.69719670377944,1328.8614878713702
55.6144481695179,59.190819594746735,41.07049088222639,34.50072226581795,69.12403868970186,24.984413571615757,60.401506057221795,101.68038944580142,31.428807776956965,235.7441847083595,1184.0277786422325
55.650444570283035,57.82150209742428,40.99805056848815,36.58949546379952,69.675019437414,25.112418138485797,60.228306284682546,100.84030221746593,32.21699189933031,236.02010130516751,1192.3817674900542
55.96763390709367,57.2724915794389,40.31657419804146,36.44667121438155,69.08413386039469,25.876824502203846,58.043705196807025,100.95659210240673,34.261758911389016,241.5664116168466,1295.3305138037958
