total_idle_energy,total_active_energy,total_energy_difference,total_clear_active_energy,total_clear_active_carbon_emission,total_idle_carbon_emission,total_active_carbon_emission,total_carbon_emission_difference
268995.967562877,313652.16135710885,44656.19379423186,246436.44320520517,0.15661742176268684,0.13471646934714412,0.15938951784220035,0.02467304849505622
