total_idle_energy,total_active_energy,total_energy_difference,total_idle_carbon_emission,total_active_carbon_emission,total_carbon_emission_difference
51222.824000000095,54547.027999999926,3324.2039999998306,0.29139330803304736,0.297103991982396,0.005710683949348649
