total_idle_energy,total_active_energy,total_energy_difference,total_clear_active_energy,total_clear_active_carbon_emission,total_idle_carbon_emission,total_active_carbon_emission,total_carbon_emission_difference
774897.2420338982,812639.9132047184,37742.67117082013,753212.3163521907,0.4204421740042334,0.3547507195758064,0.42399387276945844,0.06924315319365204
