total_idle_energy,total_active_energy,total_energy_difference,total_idle_carbon_emission,total_active_carbon_emission,total_carbon_emission_difference
35598.37205508366,41900.23124292481,6301.8591878411535,0.03339447833641755,0.036000995420341055,0.0026065170839235027
