aggregator_energy,api-gateway_energy,authority_energy,clientone_energy,clientthree_energy,clienttwo_energy,orchestrator_energy,policy_energy,policy-enforcer_energy,rabbitmq_energy,server_energy,sidecar_energy,system_processes_energy,kernel_processes_energy
5194.109191976947,1912.1706622710258,5215.613132674987,5207.400793756111,4583.493086346933,4407.175152001825,1790.675654856932,3890.1230594592016,1900.2479395556559,10505.162277033598,4897.100609357521,46578.971453010636,454467.6955466776,184794.57436010428
5207.026181241578,1906.8167606929396,5229.728951390193,5222.019372545662,4597.731824517245,4414.087404348549,1793.7105057117521,3894.0134126070443,1903.5179604387042,10525.734409318442,4905.680347565561,46474.91153798042,455163.52573789505,185676.71697719788
5219.7769395881605,1897.5962102762078,5242.098661314693,5232.859220714242,4609.102728152648,4430.703715986792,1797.8320594732916,3908.044541401809,1903.8606728100037,10552.725128677224,4922.742129013127,46456.315813305366,455839.17599213996,185969.68743318683
5237.028074477471,1893.3360569136694,5261.310320174112,5250.700044522347,4625.982303463214,4441.623783291545,1801.1151731255536,3908.6551908509796,1907.7348902518356,10562.718733031672,4938.076839801869,46393.26754724728,456158.9234288456,186267.64116757765
5249.36175737816,1885.5775159400212,5273.53067573496,5263.817992665952,4638.145406327399,4458.655866823914,1805.0095992656588,3908.473805604886,1908.2852330854369,10576.369230769229,4957.728133051051,46382.357340173105,456211.6305432473,186380.25010989007
5269.21645709819,1882.3795801208148,5296.963151071945,5282.555920115535,4656.3591078220525,4469.44156462189,1808.102785531825,3915.533679736108,1911.8689239571327,10576.720904977374,4970.863962828355,46320.41383224749,456001.6217646425,186559.9512087912
5275.891945701358,1879.0288791674207,5300.510769230768,5287.068959276018,4664.775066997285,4480.521809954751,1807.8740271493207,3913.7332452714395,1908.5158371040723,10572.143167420816,4979.642352941176,46338.86203197175,455495.2516406143,186621.7767032967
5373.34967032967,1558.665714285714,5437.212087912088,5407.40043956044,4778.919120879121,4576.858241758242,1771.4472527472528,3869.070109890109,1954.3428571428565,10749.615824175824,5090.02967032967,42761.61226829721,452834.5134912191,186791.79824175822
5373.3336263736255,1559.77956043956,5438.756263736263,5407.551428571428,4782.745714285715,4582.728791208791,1768.221538461538,3870.4819780219773,1947.5408791208788,10760.014505494506,5095.118241758241,42780.33340659341,452599.38461538457,186825.51076923075
5376.167912087912,1560.9474725274722,5445.7432967032955,5409.651208791207,4790.956263736263,4582.001758241759,1766.9364835164833,3869.9720879120873,1944.6905494505493,10753.515164835164,5102.719120879119,42817.037362637355,451982.1883516483,186886.09274725273
5376.745054945054,1562.0226373626372,5444.578021978022,5413.312967032965,4795.897142857143,4588.762197802198,1764.1843956043954,3872.845494505494,1938.421098901099,10748.566373626372,5108.81956043956,42847.62747252746,451626.42945054936,186920.80175824175
5383.814505494504,1561.5604395604391,5453.439340659342,5422.476263736264,4803.606373626373,4589.114945054945,1761.9716483516481,3869.204636288747,1935.5487912087915,10743.806153846153,5118.438021978022,42896.38483516483,451336.2935082031,187008.00483516481
5382.993406593406,1560.6272527472522,5453.376263736264,5423.569450549451,4806.974945054943,4593.667692307692,1758.7892307692307,3866.5554517890355,1928.9782417582417,10753.267252747251,5122.67098901099,42920.01296703296,451240.0595937294,187040.1679120879
5384.891868131867,1561.073626373626,5459.897582417581,5428.884175824176,4812.503736263736,4591.887032967033,1756.0290109890107,3862.3243150429366,1925.185714285714,10744.492747252747,5127.968131868131,42950.411428571424,450808.5585986203,187085.55428571426
5386.001758241758,1562.23978021978,5455.9670329670325,5432.046153846154,4815.537802197802,4593.50967032967,1753.3358241758237,3860.6746980672874,1918.9358241758237,10739.49956043956,5131.593186813187,42967.537142857145,450559.5254118071,187109.79956043954
5392.9265934065925,1562.9353846153842,5465.196263736264,5437.027032967033,4822.349450549451,4591.111428571428,1750.9652747252744,3866.0750598194218,1915.8690109890106,10737.409670329667,5135.787032967032,43006.99494505494,450530.64813186816,187187.18901098898
5392.080879120878,1568.998681318681,5460.480659340659,5435.200439560439,4817.734065934065,4593.065714285714,1749.9613186813185,3867.3001596362715,1912.7452747252748,10740.403736263734,5132.656263736264,43001.02395604395,451178.5582417582,187178.26593406592
5378.13956043956,1584.8885714285718,5439.2749450549445,5414.883516483516,4804.847912087911,4588.718461538461,1748.6604395604395,3868.5220730899428,1911.2606593406595,10732.10835164835,5122.075164835164,42921.91582417582,452342.65010989003,186944.80967032965
5373.812307692308,1612.525714285714,5431.740659340659,5409.2246153846145,4799.194945054944,4572.216263736264,1749.3804395604395,3869.24663823908,1914.1786813186814,10713.90967032967,5115.567252747252,43075.32295080769,452821.9373626373,186882.0092307692
5370.993626373625,1635.9355421521973,5420.622637362637,5404.223296703296,4791.382637362637,4569.496923076923,1745.0309890109882,3864.2452795989666,1909.9142857142856,10703.854725274725,5109.701538461538,43816.781875426925,452815.0501068562,186784.00439560437
5373.222857142856,1665.527032967033,5417.8,5402.073626373626,4787.33956043956,4565.251428571429,1744.6360439560433,3861.8211962925675,1912.113846153846,10702.77934065934,5101.569450549451,44301.751156728846,452664.1347450864,186756.11692307694
5372.156263736263,1689.3028996598898,5412.674945054944,5397.0817582417585,4783.525054945053,4563.68021978022,1740.186813186813,3862.6124482467108,1907.0389010989009,10691.528131868132,5099.012087912088,44610.473140742855,452175.9986813186,186680.66329670328
5372.46901098901,1718.929061347985,5406.640219780218,5394.962637362638,4780.305714285713,4560.043296703297,1739.3356043956042,3862.260513681277,1908.2147252747257,10675.11978021978,5089.327472527472,44925.688947325456,451914.61318681313,186644.96659340657
5368.265714285713,1741.394256490476,5397.804835164834,5385.975164835165,4774.678021978021,4558.7593406593405,1732.6270329670326,3861.3572196995715,1902.7351648351653,10661.218681318682,5084.110769230769,45218.07837665668,451723.16351648356,186542.66637362636
5368.268131868131,1771.031545531868,5391.478901098902,5382.471428571427,4768.984395604396,4552.482857142857,1731.9562637362635,3853.9478744928406,1904.2934065934064,10661.107252747253,5073.594945054944,45526.84957373182,451820.5795604395,186492.48835164835
5356.2490109890105,1794.4752753146515,5374.777142857142,5370.333406593405,4759.9837362637345,4550.412307692308,1726.2863736263737,3861.551747412087,1900.2654945054942,10651.224395604397,5064.52923076923,45800.744057839875,451648.70549450547,186334.48747252746
5355.951428571427,1823.3175353428574,5369.4525274725265,5367.49912087912,4752.536923076922,4541.680879120878,1725.6090109890113,3863.2354445053174,1902.2283516483512,10636.780659340659,5054.6991208791205,46108.9384985856,451676.37999999995,186284.01626373624
5346.870549450549,1846.319988973993,5351.460879120879,5357.71978021978,4742.54989010989,4539.841538461538,1719.3747252747255,3858.858380505466,1897.8461538461538,10629.051208791207,5045.694285714285,46385.6317712445,451869.55868131865,186138.5213186813
5346.382857142858,1875.616467796703,5345.488571428571,5355.7079120879125,4734.296043956044,4532.346373626374,1718.9479120879118,3858.280331879093,1899.6254945054945,10630.974065934064,5034.977802197801,46690.076494362766,452020.5138461538,186079.14813186813
5335.958021978021,1899.4160879765566,5327.26791208791,5342.299560439561,4725.8107692307685,4529.179999999999,1712.7116483516481,3852.3687102625727,1895.1887912087914,10621.795384615385,5024.91956043956,46957.73957932053,451978.87722961244,185918.17538461534
5333.438681318681,1927.7546482249084,5323.338021978021,5337.877142857143,4717.264615384615,4519.235604395603,1712.781758241758,3850.034258386861,1896.2112087912083,10608.934945054943,5015.5345054945055,47252.45155150688,451823.8048150631,185858.9982417582
5324.166813186813,1951.0519821505493,5311.740439560439,5327.9265934065925,4708.656263736264,4516.671868131866,1706.211428571428,3854.0499093922676,1891.4668131868125,10601.73912087912,5008.318681318681,47544.386207835814,452088.5338461538,185721.44879120876
