total_idle_energy,total_active_energy,total_energy_difference,total_idle_carbon_emission,total_active_carbon_emission,total_carbon_emission_difference
81146.68920000002,84013.20482901997,2866.515629019952,0.08211997364102999,0.08748251861614967,0.005362544975119676
