total_idle_energy,total_active_energy,total_energy_difference,total_idle_carbon_emission,total_active_carbon_emission,total_carbon_emission_difference
77989.00320000002,78825.55679999999,836.5535999999702,0.0673246565766266,0.07238037427419487,0.005055717697568268
