timestamp,aggregator_energy,api-gateway_energy,authority_energy,clientone_energy,clientthree_energy,clienttwo_energy,kernel_processes_energy,orchestrator_energy,policy-enforcer_energy,rabbitmq_energy,server_energy,sidecar_energy,system_processes_energy,aggregator_cpu_usage,api-gateway_cpu_usage,authority_cpu_usage,clientone_cpu_usage,clientthree_cpu_usage,clienttwo_cpu_usage,orchestrator_cpu_usage,policy-enforcer_cpu_usage,rabbitmq_cpu_usage,server_cpu_usage,sidecar_cpu_usage,aggregator_memory_usage,api-gateway_memory_usage,authority_memory_usage,clientone_memory_usage,clientthree_memory_usage,clienttwo_memory_usage,orchestrator_memory_usage,policy-enforcer_memory_usage,rabbitmq_memory_usage,server_memory_usage,sidecar_memory_usage,aggregator_memory_rss_usage,api-gateway_memory_rss_usage,authority_memory_rss_usage,clientone_memory_rss_usage,clientthree_memory_rss_usage,clienttwo_memory_rss_usage,orchestrator_memory_rss_usage,policy-enforcer_memory_rss_usage,rabbitmq_memory_rss_usage,server_memory_rss_usage,sidecar_memory_rss_usage,aggregator_memory_cache_usage,api-gateway_memory_cache_usage,authority_memory_cache_usage,clientone_memory_cache_usage,clientthree_memory_cache_usage,clienttwo_memory_cache_usage,orchestrator_memory_cache_usage,policy-enforcer_memory_cache_usage,rabbitmq_memory_cache_usage,server_memory_cache_usage,sidecar_memory_cache_usage,aggregator_carbon_coal,api-gateway_carbon_coal,authority_carbon_coal,clientone_carbon_coal,clientthree_carbon_coal,clienttwo_carbon_coal,kernel_processes_carbon_coal,orchestrator_carbon_coal,policy-enforcer_carbon_coal,rabbitmq_carbon_coal,server_carbon_coal,sidecar_carbon_coal,system_processes_carbon_coal,aggregator_carbon_emission,api-gateway_carbon_emission,authority_carbon_emission,clientone_carbon_emission,clientthree_carbon_emission,clienttwo_carbon_emission,kernel_processes_carbon_emission,orchestrator_carbon_emission,policy-enforcer_carbon_emission,rabbitmq_carbon_emission,server_carbon_emission,sidecar_carbon_emission,system_processes_carbon_emission
2026-07-06 13:56:03.779000044,0.0,0.0,0.0,0.0,0.0,0.0,577055.1276735119,0.0,0.0,0.0,0.0,198.89371819819632,118.00170411456305,0.013764786233120276,0.03322499179929697,0.008890110570323446,0.007289531113250193,0.006967383852928968,0.0066798267644153485,0.0150958946335935,0.007772116380092903,0.030646836139501525,0.006717044127816593,0.06959968309521768,202654.37184430036,262230.22555070184,229121.39200670525,288374.1666743904,246421.45639902118,267008.6346926562,127017.32423851482,53578.52180189435,1141502.3277786833,99908.91173443229,1789048.3551206929,163822.26733859902,178605.61161111997,189062.05954069307,235433.52969033504,175875.75642464022,221520.52189060918,89195.88945070446,21823.181256614516,755849.8527029371,31868.733103226947,1305421.2873651038,2607.1188405797097,2216.049079412083,1285.2899644293338,419.4033730681521,976.9870226242745,767.9586117113892,1175.3277926982594,1073.5828470096108,72053.97702069675,2625.503798655903,2681.3096359366305,0.0,0.0,0.0,0.0,0.0,0.0,0.2941426446622666,0.0,0.0,0.0,0.0,0.0001692134302558509,2.1411951939636766e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.13009264538758786,0.0,0.0,0.0,0.0,4.452222726072088e-05,2.107835904105325e-05
2026-07-06 13:56:18.779000044,0.0,0.0,0.0,0.0,0.0,0.0,577055.3925988154,0.0,0.0,0.0,0.0,198.89371819819632,118.00170411456305,0.014199912147003927,0.03307357599908341,0.008890110570323446,0.007289531113250193,0.006967383852928968,0.006685606829887093,0.0150958946335935,0.007617793544287303,0.030900633193962898,0.006717044127816593,0.06949992810205682,222425.78391245528,272984.65939765953,229121.39200670525,288374.1666743904,246421.45639902118,276779.1955357131,127017.32423851482,51553.40363239255,1188541.8067196007,99908.91173443229,1784630.409096031,178551.59351292107,182655.19318534926,189062.05954069307,235433.52969033504,175875.75642464022,229471.13535516793,89195.88945070446,21299.29629954589,786149.10970224,31868.733103226947,1304241.143187654,2549.785076978405,2182.1701381875164,1288.3061252879525,419.4033730681521,976.9870226242745,798.6840952736853,1182.7248119323924,1538.1219192057724,92405.5549372203,2625.503798655903,2685.72346976693,0.0,0.0,0.0,0.0,0.0,0.0,0.294523185138467,0.0,0.0,0.0,0.0,0.00016935399622807312,2.1463145849893175e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.13009268463224752,0.0,0.0,0.0,0.0,4.474958063408089e-05,2.107835904105325e-05
2026-07-06 13:56:33.779000044,0.0,0.0,0.0,0.0,0.0,0.0,578037.7666009077,0.0,0.0,0.0,0.0,199.4582974266174,116.5732459024142,0.014199912147003927,0.03307357599908341,0.008890110570323446,0.007269392184656197,0.006972829272739221,0.006685606829887093,0.0150958946335935,0.007617793544287303,0.031053675756978014,0.006717044127816593,0.06948070365861916,222425.78391245528,272984.65939765953,229121.39200670525,294990.38453796756,255613.93427158386,276779.1955357131,127017.32423851482,51553.40363239255,1237531.3062695637,99908.91173443229,1785526.601700618,178551.59351292107,182655.19318534926,189062.05954069307,241251.15335964866,182708.40079791573,229471.13535516793,89195.88945070446,21299.29629954589,818561.5302828386,31868.733103226947,1297832.9533273722,2549.785076978405,2195.9355382461913,1288.3061252879525,402.6840745896447,937.7587555566861,798.6840952736853,1183.5230774612999,1547.8696313913495,96225.48369136648,2625.503798655903,2704.3192675884407,0.0,0.0,0.0,0.0,0.0,0.0,0.2949037256146674,0.0,0.0,0.0,0.0,0.0001694945622002953,2.1514339760149588e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.13091590213242046,0.0,0.0,0.0,0.0,4.504490708671531e-05,2.128785076924241e-05
2026-07-06 13:56:48.779000044,0.0,0.0,0.0,0.0,0.0,0.0,578035.7672469827,0.0,0.0,0.0,0.0,199.4582974266174,116.5732459024142,0.014199912147003927,0.03307357599908341,0.008815788691263588,0.007269392184656197,0.006972829272739221,0.006685606829887093,0.0150958946335935,0.007617793544287303,0.031053675756978014,0.006717044127816593,0.06936747961136769,222425.78391245528,272984.65939765953,220737.12810873508,294990.38453796756,255613.93427158386,276779.1955357131,127017.32423851482,51553.40363239255,1237531.3062695637,99908.91173443229,1784281.3387607024,178551.59351292107,182655.19318534926,181985.2734292652,241251.15335964866,182708.40079791573,229471.13535516793,89195.88945070446,21299.29629954589,818561.5302828386,31868.733103226947,1296609.1207945554,2549.785076978405,2202.464009388025,1236.7430207527568,402.6840745896447,937.7587555566861,798.6840952736853,1183.5230774612999,1557.6173435769267,96225.48369136648,2625.503798655903,2708.5370020150413,0.0,0.0,0.0,0.0,0.0,0.0,0.2952842660908678,0.0,0.0,0.0,0.0,0.00016963512817251753,2.156553367040599e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.13091570408045786,0.0,0.0,0.0,0.0,4.527260405496351e-05,2.128785076924241e-05
2026-07-06 13:57:03.779000044,0.0,0.0,0.0,0.0,0.0,0.0,579502.2840115754,0.0,0.0,0.0,0.0,199.196899686736,118.18665604306608,0.014199912147003927,0.03307357599908341,0.008799425579946694,0.007269392184656197,0.006972829272739221,0.006668234080426876,0.015537499597028402,0.007617793544287303,0.031053675756978014,0.006698511135622608,0.06903501834421544,222425.78391245528,272984.65939765953,228558.56112197955,294990.38453796756,255613.93427158386,267537.40811582917,121516.92122532023,51553.40363239255,1237531.3062695637,96791.62844881261,1779003.520358363,178551.59351292107,182655.19318534926,188168.58585067093,241251.15335964866,182708.40079791573,221834.54513136155,83671.14651689256,21299.29629954589,818561.5302828386,30873.295260539755,1292092.656112965,2549.785076978405,2202.464009388025,1266.347417501353,402.6840745896447,937.7587555566861,771.613563859871,1206.4808688425942,1559.6339496923604,96225.48369136648,2543.494707524621,2716.5264753456822,0.0,0.0,0.0,0.0,0.0,0.0,0.2959953490273017,0.0,0.0,0.0,0.0,0.0001698533119120064,2.144000947529102e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.13163904830706646,0.0,0.0,0.0,0.0,4.551467096662508e-05,2.1696662437998837e-05
2026-07-06 13:57:18.779000044,0.0,0.0,0.0,0.0,0.0,0.0,579503.5544973412,0.0,0.0,0.0,0.0,199.196899686736,118.18665604306608,0.014200939496816728,0.03307357599908341,0.008799425579946694,0.007083479657608677,0.006830218156855912,0.006668234080426876,0.01509082616210128,0.007342453760057409,0.03111284261572173,0.006713270504484819,0.06890137999206203,229253.7997416865,272984.65939765953,228558.56112197955,300631.37361743423,260471.50484506864,267537.40811582917,116863.8477761215,52688.14559756906,1294901.5849864196,100276.10562951921,1766764.6289447662,183388.37517576688,182655.19318534926,188168.58585067093,245631.00531216522,185703.0234025979,221834.54513136155,80462.38967583707,21671.23509047584,854630.8934334329,31921.946681961712,1283701.8538244201,2632.3570042912024,2202.464009388025,1274.4048822698624,412.1474627526621,961.7212133517744,771.613563859871,1175.2357217691135,1579.2095353982666,93720.94560746453,2637.2080875149572,2706.7523004446166,0.0,0.0,0.0,0.0,0.0,0.0,0.2963761737515029,0.0,0.0,0.0,0.0,0.0001699942693949996,2.1490784872116416e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.1316388496359457,0.0,0.0,0.0,0.0,4.5742439846086714e-05,2.1696662437998837e-05
2026-07-06 13:57:33.779000044,0.0,0.0,0.0,0.0,0.0,0.0,580955.4667499636,0.0,0.0,0.0,0.0,199.27438770924022,114.99836469255165,0.014200939496816728,0.03213311255692252,0.008799425579946694,0.0072842402750261616,0.0069994947546091,0.006668234080426876,0.01509082616210128,0.00742954681413467,0.03111284261572173,0.006713270504484819,0.06862941578895011,229253.7997416865,264541.7672581375,228558.56112197955,309151.89504191134,266926.8960403804,267537.40811582917,116863.8477761215,52457.20645520311,1294901.5849864196,100276.10562951921,1755140.9814184662,183388.37517576688,177157.99417738078,188168.58585067093,252592.70135238444,190305.3911853193,221834.54513136155,80462.38967583707,21575.514746800218,854630.8934334329,31921.946681961712,1275274.1781696524,2649.0150933261248,2130.7662529925524,1282.462347038372,423.8285832031735,985.5560150000713,771.613563859871,1182.6540179481021,1540.848186978297,93720.94560746453,2637.2080875149572,2695.7389984179313,0.0,0.0,0.0,0.0,0.0,0.0,0.296756977061326,0.0,0.0,0.0,0.0,0.0001701352268779928,2.1541560268941812e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.13236179891563987,0.0,0.0,0.0,0.0,4.600298060108905e-05,2.1435038179808623e-05
2026-07-06 13:57:48.779000044,0.0,0.0,0.0,0.0,0.0,0.0,580953.486580839,0.0,0.0,0.0,0.0,199.27438770924022,114.99836469255165,0.014200939496816728,0.03212324388843183,0.008735922124665417,0.0072842402750261616,0.0069994947546091,0.006695999684812383,0.01509082616210128,0.00742954681413467,0.03111284261572173,0.006713270504484819,0.06735309583733982,229253.7997416865,272056.37179696356,241289.02249672284,309151.89504191134,266926.8960403804,262172.6342778927,116863.8477761215,52457.20645520311,1294901.5849864196,100276.10562951921,1745988.8938935355,183388.37517576688,181955.89050569557,196444.27376852572,252592.70135238444,190305.3911853193,217217.6158004614,80462.38967583707,21575.514746800218,854630.8934334329,31921.946681961712,1252713.1473557816,2665.294245587592,2193.551445563077,1253.8254135780735,423.8285832031735,985.5560150000713,803.2538694592051,1186.9273886381507,1550.798103505843,93720.94560746453,2637.2080875149572,2690.395878431001,0.0,0.0,0.0,0.0,0.0,0.0,0.29713787671693453,0.0,0.0,0.0,0.0,0.000170276184360986,2.1592335665767208e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.132362040923896,0.0,0.0,0.0,0.0,4.623091185195037e-05,2.1435038179808623e-05
2026-07-06 13:58:03.779000044,0.0,0.0,0.0,0.0,0.0,0.0,582272.4881724584,0.0,0.0,0.0,0.0,199.67682377442657,112.53926287292609,0.01380020056106941,0.03212324388843183,0.008735922124665417,0.0072842402750261616,0.006994360056825541,0.006695999684812383,0.01509082616210128,0.00742954681413467,0.03111284261572173,0.006713270504484819,0.06717696853338677,222784.44440466067,272056.37179696356,241289.02249672284,309151.89504191134,272662.93488297524,262172.6342778927,116863.8477761215,52457.20645520311,1294901.5849864196,100276.10562951921,1742042.754435996,178213.30472969954,181955.89050569557,196444.27376852572,252592.70135238444,194224.95471018375,217217.6158004614,80462.38967583707,21575.514746800218,854630.8934334329,31921.946681961712,1259982.966892904,2590.0818147713317,2196.3188856512365,1253.8254135780735,423.8285832031735,948.1668448537652,803.2538694592051,1186.9273886381507,1560.7480200333891,93720.94560746453,2637.2080875149572,2688.5485337082323,0.0,0.0,0.0,0.0,0.0,0.0,0.2978951213952233,0.0,0.0,0.0,0.0,0.00017047765232036015,2.1440941391876322e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.133072310393979,0.0,0.0,0.0,0.0,4.648079522637643e-05,2.1170412599918247e-05
2026-07-06 13:58:18.779000044,0.0,0.0,0.0,0.0,0.0,0.0,582270.5283178138,0.0,0.0,0.0,0.0,199.67682377442657,112.53926287292609,0.013780810878882516,0.03212324388843183,0.008735922124665417,0.007107238421305721,0.006994360056825541,0.006695999684812383,0.01509082616210128,0.00742954681413467,0.030880191177134475,0.006713270504484819,0.06711813461732277,238916.06684072132,272056.37179696356,241289.02249672284,301639.72404842934,272662.93488297524,262172.6342778927,116863.8477761215,52457.20645520311,1238222.1236537108,100276.10562951921,1737119.9017008021,189477.35781820933,181955.89050569557,196444.27376852572,246454.8785064096,194224.95471018375,217217.6158004614,80462.38967583707,21575.514746800218,817038.8521131916,31921.946681961712,1255949.0510547776,2529.519421448816,2196.3188856512365,1253.8254135780735,413.52985031487646,948.1668448537652,803.2538694592051,1186.9273886381507,1570.697936560935,96431.2158099607,2637.2080875149572,2684.096541363163,0.0,0.0,0.0,0.0,0.0,0.0,0.29827650470589745,0.0,0.0,0.0,0.0,0.0001706189089870268,2.149124249250525e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.13307211642386882,0.0,0.0,0.0,0.0,4.670883417539791e-05,2.1170412599918247e-05
