timestamp,api-gateway_energy,clientone_energy,clientthree_energy,clienttwo_energy,orchestrator_energy,policy_energy,policy-enforcer_energy,rabbitmq_energy,server_energy,sidecar_energy,clientone_cpu_usage,clientthree_cpu_usage,clienttwo_cpu_usage,policy_cpu_usage,server_cpu_usage,sidecar_cpu_usage,clientone_memory_usage,clientthree_memory_usage,clienttwo_memory_usage,policy_memory_usage,server_memory_usage,sidecar_memory_usage,clientone_memory_rss_usage,clientthree_memory_rss_usage,clienttwo_memory_rss_usage,policy_memory_rss_usage,server_memory_rss_usage,sidecar_memory_rss_usage,clientone_memory_cache_usage,clientthree_memory_cache_usage,clienttwo_memory_cache_usage,policy_memory_cache_usage,server_memory_cache_usage,sidecar_memory_cache_usage,api-gateway_carbon_coal,clientone_carbon_coal,clientthree_carbon_coal,clienttwo_carbon_coal,orchestrator_carbon_coal,policy_carbon_coal,policy-enforcer_carbon_coal,rabbitmq_carbon_coal,server_carbon_coal,sidecar_carbon_coal
2026-06-13 16:33:50.362999916,325.4159999999986,1054.1005714285754,1009.6697142857141,940.4502857142894,425.79771428571456,798.8948571428582,233.5028571428577,2178.3565714285733,1120.9337142857103,8545.872000000001,0.0026322968305739075,0.0030979983677676755,0.002374195973313054,0.0009152403369935563,0.003068041918741142,0.003289436981395591,0.0,0.0,0.0,0.0,0.0,42.39870574842957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016255768217895924,0.004505141256563423,0.004294490979650819,0.00385501870848613,0.0017287592860145925,0.003269340451099777,0.001375292234533818,0.009460179340579999,0.004586074013963012,0.036030997440855105
2026-06-13 16:34:05.362999916,325.4159999999986,1060.6079999999995,1010.3965714285748,948.9497142857139,425.79771428571456,798.8948571428582,233.5028571428577,2178.3565714285733,1143.630857142855,8593.309714285726,0.0026322968305739075,0.0024617499960522377,0.002969655135439373,0.0009152403369935563,0.003068041918741142,0.0031859920106131864,0.0,0.0,0.0,0.0,0.0,40.83748753738784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001625498827551876,0.004512844323816962,0.004301370034996815,0.003862859987647112,0.001731409469286718,0.0032747832729495586,0.0013742144608297779,0.009470385942099778,0.004595903336221222,0.036095261033817494
2026-06-13 16:34:20.362999916,316.53257142857086,1060.6079999999995,1010.3965714285748,948.9497142857139,420.9222857142844,791.4891428571441,229.9234285714288,2136.3977142857157,1143.630857142855,8572.124571428574,0.0026322968305739075,0.0026763545236086384,0.002969655135439373,0.0009152403369935563,0.003068041918741142,0.0034011605601960153,0.0,0.0,0.0,0.0,0.0,40.83748753738784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016281871388101545,0.004520336416039185,0.004308513522774593,0.0038692730676471113,0.0017342714731498528,0.0032801940693071743,0.001376495854163111,0.00948600853812627,0.004603533597887888,0.03615355390744148
2026-06-13 16:34:35.362999916,316.53257142857086,1055.8354285714256,1013.3965714285703,959.7737142857118,420.9222857142844,791.4891428571441,229.9234285714288,2136.3977142857157,1162.5565714285724,8612.543999999985,0.0026322968305739075,0.0031451976361108057,0.002969655135439373,0.0011983059869010093,0.003068041918741142,0.003421077237733154,0.0,0.0,0.0,0.0,0.0,66332.05488292467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016308754500684326,0.004527828508261405,0.00431565701055237,0.0038756861476471113,0.0017371334770129876,0.0032856048656647904,0.0013787772474964444,0.009501631134152762,0.004611163859554554,0.03621184678106547
2026-06-13 16:34:50.362999916,304.8582857142866,1055.8354285714256,1013.3965714285703,959.7737142857118,412.09714285714244,786.5725714285725,224.06399999999974,2143.2068571428485,1162.5565714285724,8599.77257142857,0.0019853428267659744,0.003145197636110806,0.002969655135439373,0.0009157750504811177,0.002989983638131074,0.003525049587005117,0.0,0.0,0.0,0.0,0.0,66351.2771687623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016335637613267104,0.00453532060048363,0.004322800498330149,0.0038820992276471116,0.0017399954808761224,0.0032910156620224056,0.0013810586408297778,0.00951725373017925,0.004618794121221221,0.03627013965468946
2026-06-13 16:35:05.362999916,304.8582857142866,1039.563428571431,1014.46628571429,958.7691428571433,412.09714285714244,786.5725714285725,224.06399999999974,2143.2068571428485,1179.2571428571468,8597.760000000006,0.002580357030848105,0.0031451976361108057,0.002969655135439373,0.0009157750504811177,0.002989983638131074,0.0035192119351830494,0.0,0.0,0.0,0.0,0.0,66351.2771687623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016334988761577116,0.004540648636680022,0.004328581562330573,0.003888939517240581,0.00174264773406875,0.003295163136451571,0.001380109901994702,0.009527816547155154,0.004629253751005482,0.03633111695709526
2026-06-13 16:35:20.362999916,295.32,1039.563428571431,1014.46628571429,958.7691428571433,407.33828571428455,769.6902857142858,220.28571428571345,2097.819428571415,1179.2571428571468,8604.480000000003,0.0026642219521394793,0.0031451976361108057,0.0014936083333333035,0.0009157750504811176,0.002989983638131074,0.0035918602756993107,0.0,0.0,0.0,0.0,0.0,101027.56511777318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016361826617936768,0.0045481371582032,0.004335722795774282,0.0038953532992494115,0.0017455093936082234,0.0033005718562980624,0.0013823859682198676,0.009543430831694628,0.004636888675398418,0.036389411917229865
2026-06-13 16:35:35.362999916,295.32,1034.437714285716,1017.4697142857125,946.7760000000064,407.33828571428455,769.6902857142858,220.28571428571345,2097.819428571415,1165.4914285714322,8564.375999999991,0.0026642219521394793,0.0031451976361108057,0.0031428638854965256,0.0009157750504811176,0.002989983638131074,0.0035350265828322258,0.0,0.0,0.0,0.0,0.0,103494.56825555941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016388664474296416,0.004555625679726379,0.00434286402921799,0.003901767081258241,0.0017483710531476975,0.003305980576144554,0.0013846620344450332,0.0095590451162341,0.004644523599791353,0.036447706877364476
2026-06-13 16:35:50.362999916,291.2845714285704,1034.437714285716,1017.4697142857125,946.7760000000064,405.2811428571425,766.0045714285714,212.4171428571418,2132.1462857142965,1165.4914285714322,8566.871999999985,0.0026642219521394793,0.0031451976361108057,0.0031428638854965256,0.0009157750504811176,0.002989983638131074,0.0033223748205828234,0.0,0.0,0.0,0.0,0.0,100195.48351322336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016415502330656068,0.004563114201249558,0.004350005262661699,0.003908180863267071,0.001751232712687171,0.003311389295991045,0.0013869381006701984,0.009574659400773573,0.004652158524184289,0.03650600183749908
2026-06-13 16:36:05.362999916,291.2845714285704,1034.0297142857146,1006.1382857142816,930.8674285714357,405.2811428571425,766.0045714285714,212.4171428571418,2132.1462857142965,1143.1611428571427,8502.030857142843,0.0026642219521394793,0.002724691749081999,0.0031428638854965256,0.00030104166666689025,0.002794810981745019,0.0035969678170195266,0.0,0.0,0.0,0.0,0.0,114097.66487403322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016417704377622367,0.00456881654426484,0.004356547877187317,0.00391294924288041,0.0017539983910806096,0.003316166402734495,0.0013857535351494516,0.009586572662186637,0.004657160312551206,0.036562275064346415
