api-gateway_energy,clientone_energy,clientthree_energy,clienttwo_energy,orchestrator_energy,policy_energy,policy-enforcer_energy,rabbitmq_energy,server_energy,sidecar_energy
53.56538725737636,39.41539354773038,53.665031668370574,19.385827201693868,28.397681216059688,16.357357199843495,28.480354173446052,83.20769575397273,48.91242472294288,105.40416529212897
52.714743858636616,41.18276160071308,55.92374984244871,21.23412058677901,28.42395119727935,17.622089143911587,27.567484257319748,75.01092390344851,51.23446103153464,111.76088284226056
52.85884281930464,38.619660010128605,57.54852237227855,19.762832628497037,28.32860508952652,17.096666383735343,27.797828439631605,85.90466405222955,45.59703902309231,107.15089410100556
51.6207304650657,37.46543128086514,56.84468067760385,20.772482784014837,27.870065035108855,17.640137183046782,27.492597465425575,74.36128702358604,48.837245698130324,108.01937884551478
52.20668253292776,35.68834306959523,54.169966636090656,20.170112296995725,27.109441780776336,17.072190810478418,27.646948808436818,71.88681356052832,44.975259497749406,95.98923207909354
51.427333731138255,38.155736191006184,55.90821468873432,21.50346520229017,28.32588160992599,18.538623946468594,26.5667848820932,68.09587068807838,48.164515939876836,96.96072965644107
52.27547358760285,40.32927000822072,49.284617594423466,20.941601845832405,28.359958907312542,17.292159818359295,27.326694431844544,75.34737856957021,53.698629461780385,87.15041394494381
50.090087790146136,40.972657189785195,52.27260978511636,18.22445303767672,27.714520467930715,20.424058997332523,26.08480452802539,77.446751863697,51.87782100438793,93.31964219496426
50.67201549782979,44.8552033298612,54.97864221276472,18.49750949281438,28.349346851490985,16.636241270926927,25.57635841003106,73.38761178803237,57.153363766665976,85.58458967599209
48.943293723013625,46.16342381671627,54.99099717515809,15.272502440928545,28.633768527415665,20.723264547807073,25.347594944479184,82.28089781459215,53.88292972535717,87.90345053058694
49.27872419366314,50.50528111210019,60.08906820990521,17.25871061942158,28.908245250468102,18.799234985738227,24.997302061116486,86.85490067481764,60.439399528616306,82.71504980964788
44.99766411497435,48.61994844480489,59.87820941960407,18.079607295716176,29.264433868309663,19.852821469351287,25.430138273396672,97.39160865398897,58.26259802105688,87.05129047720621
45.03997519990604,50.25433642972417,57.93497723257345,18.96540274697696,28.71318962172341,19.413682782608088,25.941689428722913,93.60352173384909,59.859098901283566,69.36138055637326
41.8344872334987,47.27721866331409,56.10780916363575,19.76340120773439,30.139235051706805,21.867940790489946,27.911485431116365,107.36428241466325,59.48766230267381,79.01898202000848
41.88266251365347,50.85624252044106,52.34751840006239,17.835800252437103,28.872675398821656,23.760429213467855,27.27361749503159,102.32347623843576,58.22685813713938,77.73232909865837
39.84742825430017,46.65763526850664,49.885783611143154,20.628405795933112,29.917770088244627,23.10989095851076,30.296141126943507,114.46410743292675,59.4975555015608,85.72257285728895
39.58045619396554,51.93208740653475,43.19494807195377,21.05335100265168,28.102669212176178,24.828097852461166,29.398154146692153,111.69649247265765,59.59487925954034,79.5517261689335
38.52459253526405,49.69424932064856,41.26614507089662,18.53539798375737,28.79018032366893,22.589210503047557,31.76235082031324,112.70771910562135,63.55626831649599,85.44128080443059
38.25810525365771,49.374252929798075,38.133065471492415,19.687586326080666,27.18863742500788,23.862977394332987,30.858427488603343,110.07934297917059,62.00411811050351,84.39469897347648
38.559315133218185,47.85130541592616,38.2652143394095,16.23870681088308,27.566098999921188,19.38061378190224,31.695638945496796,98.74947242985802,69.30610994627955,91.77330531437866
38.118833947516805,43.276750421594,36.593923519220624,15.14192380520009,26.000979636175533,19.935926127553355,30.801251835679082,96.01251317359795,66.8227896855206,96.4339994638993
39.26478429102103,43.204342028200166,39.3536314011422,15.63005485360035,27.249259893936795,17.438043930745042,30.45936545307669,88.9767695022322,64.43964662338799,91.8659689296258
39.32675228422127,39.12237331976772,40.40847865121944,15.880516576188132,26.87782046800256,18.88014872303869,29.92546703081251,91.9183000528424,65.82056400604294,109.35185231341802
41.209956498549,40.70854325979355,45.43572392786303,20.58392953817761,27.878509235463493,17.74961209717092,28.48809898371816,81.04279735204503,63.24150469340347,96.43773568406296
40.91167563262874,37.20668084138417,48.995618283053965,20.306484661660956,28.71576639821218,17.730697168287342,28.53278007957482,85.50578961832224,55.60091519552225,102.67555488656853
