total_idle_energy,total_active_energy,total_energy_difference,total_idle_carbon_emission,total_active_carbon_emission,total_carbon_emission_difference
50684.97600000005,54370.18799999984,3685.2119999997885,0.3452961395750059,0.3500772154791637,0.004781075904157828
