aggregator_energy,api-gateway_energy,authority_energy,clientone_energy,clientthree_energy,clienttwo_energy,kernel_processes_energy,orchestrator_energy,policy-enforcer_energy,rabbitmq_energy,server_energy,sidecar_energy,system_processes_energy
0.0,646.3509151496352,0.0,58.39388475532076,387.9416137706562,352.449534689433,286458.74015091173,0.0,0.0,320.57747425338295,58.04749434959945,2437.6401128374273,292075.8238860799
0.0,646.0318659929358,0.0,58.383270994762775,387.43198519330076,352.32903389171724,285972.78148172225,0.0,0.0,319.9269012784394,58.04607265808914,2434.926039130742,291522.6343165664
0.0,644.7070147075906,0.0,58.390095750648435,387.4865026369155,352.40218637630545,285788.697625162,0.0,0.0,320.2555562829623,58.288444433352375,2435.307079549582,290936.4259905775
0.0,643.6927684827054,0.0,58.48002694878376,388.40366440478226,352.9145761498646,285441.75608066417,0.0,0.0,321.53061598796864,58.28992643984741,2431.561971356447,290714.81743887503
0.0,641.0237719625397,0.0,58.49187326843746,388.4847001121107,353.0178031495007,285369.11842171365,0.0,0.0,322.0010941275603,58.24329145035077,2430.6749157208374,290148.9930085595
0.0,639.9612435794664,0.0,58.45268721240532,388.93449830032284,353.29618204110545,285046.59161523206,0.0,0.0,322.04323441271185,58.24793016490381,2420.6231374514205,289908.5909046018
0.0,638.1528489492886,0.0,58.4699490134289,389.04176633177264,353.4242869229186,284937.0615775369,0.0,0.0,322.5872001888494,58.352443862546295,2419.9178507664246,289337.6230943277
0.0,637.5772528575836,0.0,58.54371887405421,389.72595374361595,353.80088057306807,284527.7346545485,0.0,0.0,322.7947186448189,58.36023765688176,2413.5107997885393,288905.5192121358
0.0,635.7340484487929,0.0,58.56609113307419,389.86076996150416,353.96212098542753,284321.49541026657,0.0,0.0,323.3145271075932,58.36178906423614,2410.4253451686573,288181.1643422852
0.0,635.321020789024,0.0,58.60276282151973,390.95999667867636,355.63637726968693,283915.22512326966,0.0,0.0,324.9887615929863,58.372668494843396,2405.0550672365603,287454.68884815887
0.0,633.803767672664,0.0,58.63013252655627,391.1192618682913,355.8215800985483,283554.2584915108,0.0,0.0,325.58850715944106,58.468954440556715,2401.823691643595,286584.7882676875
0.0,633.6846881638365,0.0,58.76261310462655,392.01144747954214,356.8700434640987,282936.96139418014,0.0,0.0,327.08752500011576,58.4828698757082,2398.641998402975,285576.23768246756
0.0,633.7645857461355,0.0,58.79297880622154,392.1941597779965,357.08678852832566,282321.21466593083,0.0,0.0,327.80759786465876,58.587333563160165,2395.2496429113226,284753.6662984431
0.0,632.799594419592,0.0,58.73299946778582,392.9210892842617,358.60701638737186,281697.75060853263,0.0,0.0,329.1093629471167,58.60396202208853,2387.9369326301417,283852.1853361902
0.0,633.4216405836519,0.0,58.76640414152294,393.12592603624927,358.84582221203954,280808.9341669271,0.0,0.0,330.02030472871655,58.87357063741241,2384.425544620361,282996.2315439935
0.0,632.9102063896264,0.0,59.032530874424985,394.38413169798474,360.5918268934337,280112.81314255716,0.0,0.0,332.76729650692783,58.8928561203453,2382.7797484362472,281843.7272051374
0.0,633.3989333740549,0.0,59.070945777537766,394.6102982845891,360.8613697461227,279136.8132887124,0.0,0.0,333.7105676875573,59.18939726485823,2379.3371202222006,280979.8452461884
0.0,634.1394232721098,0.0,59.37874946019674,396.1785684718214,362.09478223380904,278457.7839604643,0.0,0.0,336.20048645529783,59.2115435400399,2375.965269786321,279850.96227724093
0.0,634.1510835884592,0.0,59.42186747797365,396.4273422340642,362.3841038857344,277497.2405441155,0.0,0.0,337.1622394339892,59.36269608234688,2372.475132653384,279005.8950882228
0.0,634.2771309615787,0.0,59.66183663858732,397.881632453588,363.8953010207226,276821.344668594,0.0,0.0,338.81999353407537,59.38784237103374,2366.2181591940866,277874.7806113708
0.0,634.3205375897311,0.0,59.709770009396976,398.15193427644056,364.2112141019242,275873.36375728884,0.0,0.0,339.76964936571187,59.79577863336568,2363.0798583560927,277032.20566398604
0.0,634.2195343464937,0.0,60.018392227438234,399.98080114231465,366.03631264983443,275223.11714505014,0.0,0.0,343.03527699205,59.82365131541225,2360.6773050737006,275902.12959203427
0.0,633.1689072036472,0.0,60.07112590250372,400.2751003485233,366.37542216189223,274301.0411560473,0.0,0.0,344.1974065977101,59.86126252819357,2357.3894452192944,275068.7429137244
0.0,633.2667299733984,0.0,60.35348574885026,401.8373798068786,368.3259541750018,273651.53768390574,0.0,0.0,345.9548171037242,59.89225246491368,2353.5877367111952,273948.2548616543
0.0,631.6798665462608,0.0,60.40880284249745,402.1549168325058,368.69809862984505,272708.8151062014,0.0,0.0,347.2687651316678,59.87288032458865,2350.2736917849743,273130.0170729237
0.0,630.5938931226405,0.0,60.504192481562015,403.3398685430187,370.2742156599053,272090.41125487385,0.0,0.0,349.5195219120306,59.9083493486041,2346.0584364638694,272021.75336704304
0.0,630.751373242877,0.0,60.562155195745255,403.67814515533956,370.6670860916678,271181.32248493383,0.0,0.0,350.819396866918,60.20077145014682,2342.844583276935,271214.108064654
0.0,630.0250029050942,0.0,60.771065025853105,405.14572034437145,372.8011153685171,270550.75832881866,0.0,0.0,353.95788050177543,60.2386508894169,2341.182904379054,270135.6736307512
0.0,631.3905200005541,0.0,60.833479181611516,405.5044264821196,373.2224442351635,269644.1972874337,0.0,0.0,355.40771050341607,60.40694491432202,2338.256418239251,269352.7983229582
0.0,631.1598607879055,0.0,61.04702893107246,406.75756500643143,374.6377936115319,269050.189308574,0.0,0.0,357.428752577203,60.449039525374644,2331.930902274239,268257.0265021481
0.0,631.3818078269701,0.0,61.11385306375052,407.135125803747,375.08036251559054,268163.0401806901,0.0,0.0,358.85742734792285,60.8082128044599,2329.230444122323,267492.2748777574
0.0,631.2345386196567,0.0,61.3860331186434,408.52681218663525,376.7795249327438,267571.6487676209,0.0,0.0,360.2688088110606,60.85445197689208,2322.2457164071193,266448.46434650396
0.0,630.5175999342952,0.0,61.457249478828906,408.92282963807827,377.25151439316824,266684.86997456994,0.0,0.0,361.5577570525653,61.079733718360316,2319.580767913973,265692.346482017
