api-gateway_energy,clientone_energy,clientthree_energy,clienttwo_energy,kernel_processes_energy,orchestrator_energy,policy_energy,policy-enforcer_energy,rabbitmq_energy,server_energy,sidecar_energy,system_processes_energy
293.2883999999999,699.5325600000002,649.7632800000002,632.1879466999999,25705.935880039997,191.68127999999987,516.4826400000002,282.4984799999999,1471.69584,679.63932,4130.277498522,63774.352645620005
293.2883999999999,750.9982716000002,663.4497599999997,637.6672966999998,26121.996431569998,191.68127999999987,516.4826400000002,282.4984799999999,1471.69584,679.63932,4165.52051531,64261.4775352
295.09014374999987,757.5106716000003,693.2257127399997,635.9710901999998,26651.582167859997,198.40785975,534.2343664999999,289.49763375000003,1558.5166529999997,705.15831072,4258.630154359999,65644.10356825
297.0168937499999,756.677973275,695.8482527399999,641.5321901999998,26873.610316460003,201.17220974999998,538.6856164999998,291.13038375,1572.8344529999997,710.8535107199999,4289.148995874999,65915.55614655501
295.67987174999996,762.903198275,698.2974914399998,649.7226871333331,27125.112891610002,202.74765825000003,543.83824364,288.70941712499996,1549.6192005000003,720.44818594,4328.574317683333,66349.74041500835
297.5754217499999,773.3898608999998,703.9299314399999,655.2235871333331,27377.198612736665,205.52610825000002,548.3709436399998,290.33144212499997,1563.2185005000003,726.1929609399999,4375.644059945,67156.23013938
295.79738275000005,779.8149608999998,706.50419655,660.82901375,27640.578314533333,207.90467200000012,555.7052697666668,291.41702625,1612.2940960000005,738.2844613199998,4431.721246186667,67784.99630433167
297.70953275,785.9693951874997,710.7744865499998,666.3058887499999,27877.593090764167,210.7478720000001,560.2820197666668,293.06027624999996,1626.2876960000006,744.0944113199997,4466.7491786075,67878.65015700749
297.3744798749999,792.3404576874997,713.8736388074998,683.0967600000006,28224.442914830004,211.276436625,564.3862331500002,294.19571868749995,1608.8223937500002,747.95444205,4530.1551134675,68498.6890954875
301.41449999999986,805.5856799999999,718.7618699999997,683.0967600000006,28507.73288550001,217.21266,574.3798200000001,297.6830099999999,1637.63028,753.71837955,4574.2817272699995,69536.56654306999
300.50712000000004,805.5856799999998,716.5821599999997,686.3227199999999,28564.081200000004,215.10792,574.0635600000002,299.98872,1666.13256,762.2740800000003,4598.5464,69941.93435999998
300.50712000000004,798.2769599999999,708.7968000000001,686.3227199999998,28545.6708,215.10792,574.0635600000003,299.98872,1666.13256,762.2740800000003,4577.4576,69570.84816000001
298.2308399999999,798.2769599999999,705.22596,694.2942000000002,28547.37684,213.26436000000012,575.78904,299.41344,1632.3865199999996,761.0662799999997,4586.185439999999,69344.56944
