total_idle_energy,total_active_energy,total_energy_difference,total_clear_active_energy,total_clear_active_carbon_emission,total_idle_carbon_emission,total_active_carbon_emission,total_carbon_emission_difference
265145.5033810975,327419.9793217851,62274.47594068758,265752.47371427476,0.06531425810818994,0.0551453606444748,0.06728357936820287,0.01213821872372807
