api-gateway_energy,clientone_energy,clientthree_energy,clienttwo_energy,kernel_processes_energy,orchestrator_energy,policy-enforcer_energy,rabbitmq_energy,server_energy,sidecar_energy,system_processes_energy
0.0,0.0,0.0,17.426136708379783,19944.63611457183,19.835119421109013,0.0,0.0,20.300285317456105,27.768006796395614,20497.808429562232
0.0,0.0,0.0,19.35699361811033,19361.475952516776,21.999781507581183,0.0,0.0,22.18259884158087,29.979399663741145,19795.67775076971
0.0,0.0,0.0,22.4779226636217,18901.560172641995,24.149667318934767,0.0,0.0,24.57374712931417,32.48328480797111,19317.310452384063
0.0,0.0,0.0,24.515373223192288,18540.856738738014,25.76923380945766,0.0,0.0,24.57374712931417,33.607822493076156,18986.510437120796
0.0,0.0,0.0,24.428581903647988,18367.859674128988,25.93248231551966,0.0,0.0,24.51393774067699,36.365550506720076,18747.08423153519
0.0,0.0,0.0,24.428581903647988,18263.790942993866,27.69732248078125,0.0,0.0,24.51393774067699,38.71147631847306,18694.90541363444
0.0,0.0,0.0,24.392370336423568,18262.553986857212,27.69732248078125,0.0,0.0,24.476432903194553,40.90860314446118,18668.35686940766
0.0,0.0,0.0,24.392370336423568,18231.379256506847,25.95981388913792,0.0,0.0,24.476432903194553,41.515715887447115,18625.641758283113
0.0,0.0,0.0,24.58604208230426,18198.779169815643,25.95981388913792,0.0,0.0,23.714366305051,41.744093880547915,18603.105914824322
0.0,0.0,0.0,24.58604208230426,18140.455709774495,24.242189357890272,0.0,0.0,23.714366305051,42.4456011911475,18523.783689792097
0.0,0.0,0.0,24.568574117261598,18066.38852633406,24.242189357890272,0.0,0.0,23.690455321334728,42.6113819048071,18460.74269125767
0.0,0.0,0.0,24.568574117261594,17998.713200957325,22.917090019472777,0.0,0.0,23.690455321334728,40.65190054927874,18404.959278884944
0.0,0.0,0.0,23.6708679946437,17989.524377538884,22.917090019472777,0.0,0.0,23.674101278074193,40.743057940142265,18383.61110812667
0.0,0.0,0.0,23.6708679946437,18092.461390201926,22.332539657530297,0.0,0.0,23.674101278074193,41.249299360663464,18565.12477396092
0.0,0.0,0.0,21.524756296081634,18591.342562478607,22.332539657530297,0.0,0.0,21.988440055974998,40.02300527308962,18976.200360574363
0.0,0.0,0.0,21.524756296081634,19238.71850919603,21.315396162690117,0.0,0.0,21.988440055974998,39.28677129750603,19730.52364371853
0.0,0.0,0.0,43.626911953235954,23938.463609432933,48.45054096833382,0.0,0.0,49.61679289021159,56.992621618657466,370.6842990856805
,,,,,,,,,,
