api-gateway_energy,clientone_energy,clientthree_energy,clienttwo_energy,kernel_processes_energy,orchestrator_energy,policy-enforcer_energy,rabbitmq_energy,server_energy,sidecar_energy,system_processes_energy
0.0,0.0,0.0,3.1298265466684194,25959.64593192135,3.562492614365433,0.0,0.0,3.6460388756714077,12.471443932104489,23421.358754397257
0.0,0.0,0.0,3.4766186851110605,25246.238064470363,3.9512774021921753,0.0,0.0,3.9841123646809193,13.588628961652828,22604.34959114639
0.0,0.0,0.0,4.037154088934264,24664.770446224826,4.337408292663413,0.0,0.0,4.413575275090065,14.800326358567231,22117.53460916274
0.0,0.0,0.0,4.403091012050561,24212.700409154015,4.628291021346223,0.0,0.0,4.413575275090065,15.242418420030836,21728.51571421038
0.0,0.0,0.0,4.387502830890505,23986.090380306257,4.657611318582906,0.0,0.0,4.4028331917798464,16.443908775984998,21474.16548944016
0.0,0.0,0.0,4.387502830890505,23859.364304161038,4.974585969493701,0.0,0.0,4.4028331917798464,17.258248768551585,21413.68123292141
0.0,0.0,0.0,4.380999041422299,23858.430377646953,4.974585969493701,0.0,0.0,4.3960971241163485,17.89869687472309,21384.360567453077
0.0,0.0,0.0,4.380999041422299,23818.632442072256,4.662520214117482,0.0,0.0,4.3960971241163485,18.240261060683487,21332.849384613102
0.0,0.0,0.0,4.415783513835255,23778.59917935703,4.662520214117482,0.0,0.0,4.259225922592259,18.348094449490542,21309.151203107023
0.0,0.0,0.0,4.415783513835255,23708.84564271486,4.354025741414151,0.0,0.0,4.259225922592259,18.56335227933532,21215.921224351543
0.0,0.0,0.0,4.412646174697974,23608.168545535227,4.354025741414151,0.0,0.0,4.25493138314014,18.496311431290717,21146.160980513043
0.0,0.0,0.0,4.412646174697973,23524.65804942679,4.116030874522196,0.0,0.0,4.25493138314014,17.912569162922363,21081.938781511148
0.0,0.0,0.0,4.251413395413901,23511.280341105805,4.116030874522196,0.0,0.0,4.2519941102609735,17.96619554516365,21059.800482389426
0.0,0.0,0.0,4.251413395413901,23646.286196405228,4.011042530215657,0.0,0.0,4.2519941102609735,18.12216827348631,21285.15519738355
0.0,0.0,0.0,3.865960355610466,24291.527142866264,4.011042530215657,0.0,0.0,3.9492404173510245,17.48579180353057,21740.930280796616
0.0,0.0,0.0,3.865960355610466,25124.781139701045,3.828358165620317,0.0,0.0,3.9492404173510245,17.265827285702485,22621.572720960416
0.0,0.0,0.0,17.810612223126054,27666.355637011944,19.77985052237164,0.0,0.0,20.255970875728437,27.755715826665323,41881.192329433296
0.0,0.0,0.0,0.0,44389.12760269086,108.50115675149507,0.0,0.0,0.0,130.23235037236066,
