total_idle_energy,total_active_energy,total_energy_difference,total_idle_carbon_emission,total_active_carbon_emission,total_carbon_emission_difference
37232.35737007422,44073.86984474204,6841.512474667819,0.0046956645132144184,0.007462822131295423,0.002767157618081005
