api-gateway_sidecar_energy,clientone_sidecar_energy,clientthree_sidecar_energy,clienttwo_sidecar_energy,orchestrator_sidecar_energy,policy-enforcer_sidecar_energy,server_sidecar_energy
39.97988340820097,45.754514531355,33.28431806922523,26.49346918267459,37.27169227890412,9.549489061375741,49.152270886840235
29.95203445510843,45.754514531355,33.28431806922524,26.04404433518994,26.022738364745678,15.213590415589938,64.86590808737665
29.95203445510843,55.71179614169077,32.30992144837237,26.04404433518994,26.022738364745678,15.213590415589938,64.86590808737665
31.199201015410928,55.71179614169077,32.309921448372414,30.96998865568629,24.65054006169716,15.316361099599739,79.30315205168934
31.199201015410928,49.29135605086725,25.74320611993255,30.96998865568629,24.65054006169716,15.316361099599739,79.30315205168934
34.23046346944942,49.29135605086725,25.74320611993259,24.569554167709157,24.82948580485173,14.39779371987265,88.24270050264766
34.23046346944942,37.568714856913004,15.812215193746193,24.569554167709157,24.82948580485173,14.39779371987265,88.24270050264766
36.726418030259126,37.568714856913004,15.812215193746193,24.16943601603766,28.16703586345784,11.773232238146765,73.15469924299678
36.726418030259126,23.303197033883578,11.798155110015806,24.16943601603766,28.16703586345784,11.773232238146765,73.15469924299678
30.703562616304286,23.303197033883578,11.798155110015806,23.72702537894986,26.654261748045787,9.22157672707512,46.07670983624232
30.703562616304286,17.383108920195383,6.819399612667438,23.72702537894986,26.654261748045787,9.22157672707512,46.07670983624232
19.043015317495403,17.12379973409271,6.95343291715219,20.190643662729244,21.11515826086678,3.3866994749064916,31.655973072757796
19.07096194043033,12.282972152100143,4.052254979105295,20.199726862839928,21.67879307833643,3.3866994749064916,32.89298480740789
10.472369903973222,12.295235922676198,3.4812213818899127,12.455860777127226,13.231979031876525,2.934416606447074,8.897314213088253
10.929464762741153,16.800805110075064,11.097199576220172,13.018990122089521,14.314706089175028,3.2615341993199016,11.18412647943996
6.236307861895996,18.025667397367698,9.328058492696861,7.155758356203161,2.7826940139845364,10.772229824947667,12.364401429259104
6.607596840001652,32.89953734223821,12.342918941644177,8.894435413973127,4.0368887791546895,10.97032676511224,11.232971965774137
11.604209810811495,32.89953734223821,12.342918941644177,22.86485757663966,9.097041570386029,14.793906493327896,35.74783737981047
