timestamp,api-gateway_energy,clientone_energy,clientthree_energy,clienttwo_energy,orchestrator_energy,policy_energy,policy-enforcer_energy,rabbitmq_energy,server_energy,sidecar_energy,policy_cpu_usage,rabbitmq_cpu_usage,sidecar_cpu_usage,policy_memory_usage,rabbitmq_memory_usage,sidecar_memory_usage,policy_memory_rss_usage,rabbitmq_memory_rss_usage,sidecar_memory_rss_usage,policy_memory_cache_usage,rabbitmq_memory_cache_usage,sidecar_memory_cache_usage,api-gateway_carbon_coal,clientone_carbon_coal,clientthree_carbon_coal,clienttwo_carbon_coal,orchestrator_carbon_coal,policy_carbon_coal,policy-enforcer_carbon_coal,rabbitmq_carbon_coal,server_carbon_coal,sidecar_carbon_coal
2026-05-02 19:28:57.463999987,0.0,0.0,0.0,0.0,0.0,107.42232297639684,0.0,0.0,0.0,0.0,0.0,0.03114962064222152,0.0,0.0,1639641.3188324808,0.0,0.0,1095617.934058376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5863928266666664e-05,0.0,0.0,0.0,0.0
2026-05-02 19:29:12.463999987,0.0,0.0,0.0,0.0,0.0,107.42232297639686,0.0,0.0,0.0,0.0,0.001668051133098345,0.0,0.0,355070.2225811963,0.0,0.0,116808.6236622606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.758987878518518e-05,0.0,0.0,0.0,0.0
2026-05-02 19:29:27.463999987,0.0,0.0,0.0,0.0,0.0,107.38035180514044,0.0,0.0,0.0,0.0,0.001668051133098345,0.0,0.0,355070.22258119634,0.0,0.0,116808.62366226061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.90543510074074e-05,0.0,0.0,0.0,0.0
2026-05-02 19:29:42.463999987,0.0,0.0,0.0,0.0,0.0,107.38035180514044,0.0,0.0,0.0,0.0,0.001668051133098345,0.0,0.0,355070.22258119634,0.0,0.0,116808.62366226061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.051882322962962e-05,0.0,0.0,0.0,0.0
2026-05-02 19:29:57.463999987,0.0,0.0,0.0,0.0,0.0,106.86806041812548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1983295451851855e-05,0.0,0.0,0.0,0.0
2026-05-02 19:30:12.463999987,0.0,0.0,0.0,0.0,0.0,106.86806041812548,0.0,0.0,0.0,0.0,0.0015733702657908673,0.0,0.0,188.57037628138232,0.0,0.0,188.57037628138232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.363802895238095e-05,0.0,0.0,0.0,0.0
2026-05-02 19:30:27.463999987,0.0,0.0,0.0,0.0,0.0,112.43649294366038,0.0,0.0,0.0,0.0,0.0015733702657908673,0.0277445328447529,0.0,188.57037628138232,112446.57313272326,0.0,188.57037628138232,113507.00508827307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5109100380952375e-05,0.0,0.0,0.0,0.0
2026-05-02 19:30:42.463999987,0.0,0.0,0.0,0.0,0.0,112.43649294366038,0.0,0.0,0.0,0.0,0.0015733702657908673,0.0,0.0,188.57037628138232,0.0,0.0,188.57037628138232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6580171809523807e-05,0.0,0.0,0.0,0.0
2026-05-02 19:30:57.463999987,0.0,0.0,0.0,0.0,0.0,114.98333111081475,0.0,0.0,0.0,0.0,0.0015733702657908673,0.0,0.0,188.57037628138232,0.0,0.0,188.57037628138232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.805124323809524e-05,0.0,0.0,0.0,0.0
2026-05-02 19:31:12.463999987,0.0,0.0,0.0,0.0,0.0,114.98333111081475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.005997005555555e-05,0.0,0.0,0.0,0.0
2026-05-02 19:31:27.463999987,0.0,0.0,0.0,0.0,0.0,112.09396390790289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.154741797222223e-05,0.0,0.0,0.0,0.0
2026-05-02 19:31:42.463999987,0.0,0.0,0.0,0.0,0.0,112.09396390790289,0.0,0.0,0.0,0.0,0.001819990685760919,0.032495977342875605,0.0,242042.8666687835,1784570.2721342242,0.0,79683.82391854274,1211957.3539553867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.303486588888889e-05,0.0,0.0,0.0,0.0
2026-05-02 19:31:57.463999987,0.0,0.0,0.0,0.0,0.0,115.12751275127513,0.0,0.0,0.0,0.0,0.0018199906857609195,0.032495977342875605,0.0,242042.86666878354,1784570.2721342242,0.0,79683.82391854275,1211957.3539553867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.452231380555556e-05,0.0,0.0,0.0,0.0
2026-05-02 19:32:12.463999987,0.0,0.0,0.0,0.0,0.0,115.12751275127513,0.0,0.0,0.0,0.0,0.0,0.032495977342875605,0.0,0.0,1784570.2721342242,0.0,0.0,1211957.3539553867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6583582548148145e-05,0.0,0.0,0.0,0.0
2026-05-02 19:32:27.463999987,0.0,0.0,0.0,0.0,0.0,119.45994599459944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.808661032592593e-05,0.0,0.0,0.0,0.0
