timestamp,api-gateway_energy,clientone_energy,clientthree_energy,clienttwo_energy,orchestrator_energy,policy_energy,policy-enforcer_energy,rabbitmq_energy,server_energy,sidecar_energy,api-gateway_cpu_usage,clientone_cpu_usage,clientthree_cpu_usage,clienttwo_cpu_usage,orchestrator_cpu_usage,policy_cpu_usage,policy-enforcer_cpu_usage,rabbitmq_cpu_usage,server_cpu_usage,sidecar_cpu_usage,api-gateway_memory_usage,clientone_memory_usage,clientthree_memory_usage,clienttwo_memory_usage,orchestrator_memory_usage,policy_memory_usage,policy-enforcer_memory_usage,rabbitmq_memory_usage,server_memory_usage,sidecar_memory_usage,api-gateway_memory_rss_usage,clientone_memory_rss_usage,clientthree_memory_rss_usage,clienttwo_memory_rss_usage,orchestrator_memory_rss_usage,policy_memory_rss_usage,policy-enforcer_memory_rss_usage,rabbitmq_memory_rss_usage,server_memory_rss_usage,sidecar_memory_rss_usage,api-gateway_memory_cache_usage,clientone_memory_cache_usage,clientthree_memory_cache_usage,clienttwo_memory_cache_usage,orchestrator_memory_cache_usage,policy_memory_cache_usage,policy-enforcer_memory_cache_usage,rabbitmq_memory_cache_usage,server_memory_cache_usage,sidecar_memory_cache_usage,api-gateway_carbon_coal,clientone_carbon_coal,clientthree_carbon_coal,clienttwo_carbon_coal,orchestrator_carbon_coal,policy_carbon_coal,policy-enforcer_carbon_coal,rabbitmq_carbon_coal,server_carbon_coal,sidecar_carbon_coal
2026-05-03 11:34:45.950999975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.07132022846476,0.2962319219739016,0.08050367954112102,0.07783331531116991,0.0,0.0,0.00024956550277535833,0.0052816212183740205,0.0,0.1281928793617184,0.07678536219500397,330707.89688511204,169367.6862226004,129104.33682273094,0.0,0.0,296090.7521296785,60982.95292212946,0.0,234616.60536339923,229144.52127642912,227132.55239837515,97592.96553680328,60971.1722075233,0.0,0.0,0.0,6956.477572140568,0.0,75642.39639383984,244190.6529880309,54426.61168255092,32604.532858486054,23512.20068254151,0.0,0.0,185568.12830867138,31471.865739711968,0.0,55459.26038790234,16915.526578561632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.68819645e-06
2026-05-03 11:35:00.950999975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.08409636412125,0.0,0.08050367954112102,0.07783331531116991,0.07599649782597832,0.0,0.00024956550277535833,0.0052816212183740205,0.09930967929937307,0.0,0.06611179268720695,0.0,169367.6862226004,129104.33682273094,595392.8732070569,0.0,296090.7521296785,60982.95292212946,186457.48668997892,0.0,113730.75050254444,0.0,97592.96553680328,60971.1722075233,418218.20180918596,0.0,0.0,6956.477572140568,203941.9084522572,0.0,163329.5154940825,0.0,37816.59103778292,26857.47152881629,22984.20388158662,0.0,185568.12830867138,38013.88027893294,825896.9851620831,0.0,19285.904381223852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1132028808333334e-05
2026-05-03 11:35:15.950999975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.20717166890759,0.0,0.0,0.0,0.07599649782597832,0.0,0.00024956550277535833,0.0052816212183740205,0.09930967929937307,0.0,0.11706454272196942,0.0,0.0,0.0,595392.8732070569,0.0,296090.7521296785,60982.95292212946,186457.48668997892,0.0,290991.3328528954,0.0,0.0,0.0,418218.20180918596,0.0,0.0,6956.477572140568,203941.9084522572,0.0,193249.67630389926,0.0,0.0,0.0,26662.54862645143,0.0,185568.12830867138,44555.894818153916,825896.9851620831,0.0,69984.90543453225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2399570475000002e-05
2026-05-03 11:35:30.950999975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.20717166890759,0.0,0.0,0.0,0.0,0.0,0.00024956550277535833,0.0052816212183740205,0.09930967929937307,0.0,0.0971475565672086,0.0,0.0,0.0,0.0,0.0,296090.7521296785,60982.95292212946,186457.48668997892,0.0,606013.2674333301,0.0,0.0,0.0,0.0,0.0,0.0,6956.477572140568,203941.9084522572,0.0,484442.0689256293,0.0,0.0,0.0,0.0,0.0,185568.12830867138,51097.90935737489,825896.9851620831,0.0,74072.79755972003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3667112141666668e-05
2026-05-03 11:35:45.950999975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.12902365581843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09930967929937307,0.0,0.08194372301719513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186457.48668997892,0.0,598031.6811812734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203941.9084522572,0.0,486908.79579497944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,825896.9851620831,0.0,80203.09994440233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4934653808333334e-05
2026-05-03 11:36:00.950999975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.12902365581843,0.0,0.0,0.0,0.07465755203416173,0.0,0.0004314310532629418,0.0,0.0,0.12633621227189934,0.06512516901832892,0.0,0.0,0.0,45928.21972722915,0.0,281643.41555558617,0.0,0.0,198188.380694834,669765.9332356128,0.0,0.0,0.0,21714.767099013785,0.0,0.0,0.0,0.0,182580.47357775815,545620.2558490731,0.0,0.0,0.0,13683.277898008686,0.0,174848.20825347802,0.0,0.0,34053.61552816547,21557.323963411844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6152098855555558e-05
2026-05-03 11:36:15.950999975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.70604706980465,0.0,0.08165879025908801,0.0,0.07465755203416173,0.0,0.0004314310532629418,0.0053533757843461025,0.0,0.12633621227189934,0.045914460670620584,0.0,354841.11743572576,0.0,45928.21972722915,0.0,281643.41555558617,83149.27344782035,0.0,198188.380694834,938003.4900012423,0.0,245086.1243586147,0.0,21714.767099013785,0.0,0.0,7228.533685601057,0.0,182580.47357775815,574897.1867306824,0.0,6190.166782802277,0.0,13683.277898008686,0.0,174848.20825347802,76047.55614266843,0.0,34053.61552816547,6856.278610866902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7415487744444444e-05
2026-05-03 11:36:30.950999975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.70604706980465,0.0,0.0,0.06966067624993443,0.07465755203416173,0.0,0.0004314310532629418,0.0053533757843461025,0.0,0.0,0.08469665847275241,0.0,0.0,387838.90317052277,45928.21972722915,0.0,281643.41555558617,83149.27344782035,0.0,0.0,1371109.7970497657,0.0,0.0,275487.7498557264,21714.767099013785,0.0,0.0,7228.533685601057,0.0,0.0,893374.6023650734,0.0,0.0,20808.422083486355,13683.277898008686,0.0,174848.20825347802,76047.55614266843,0.0,0.0,57617.19418567025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8678876633333334e-05
2026-05-03 11:36:45.950999975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.25887529584321,0.0,0.0,0.0,0.07465755203416173,0.0,0.0,0.0,0.0,0.0,0.03968728782102348,0.0,0.0,0.0,45928.21972722915,0.0,0.0,0.0,0.0,0.0,614534.1691356316,0.0,0.0,0.0,21714.767099013785,0.0,0.0,0.0,0.0,0.0,318477.41563439096,0.0,0.0,0.0,13683.277898008686,0.0,0.0,0.0,0.0,0.0,50760.915574803344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9942265522222224e-05
2026-05-03 11:37:00.950999975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.25887529584321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02126497394516964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401828.0177634235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297249.50759104977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50760.915574803344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0831622604166672e-05
2026-05-03 11:37:15.950999975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.95255028336477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003532674576052619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2071726770833337e-05
