api-gateway_sidecar_energy,clientone_sidecar_energy,clientthree_sidecar_energy,clienttwo_sidecar_energy,orchestrator_sidecar_energy,policy-enforcer_sidecar_energy,server_sidecar_energy
264.19599999999986,572.2040000000001,382.0479999999991,321.252,259.5986666666669,256.768,430.3066666666669
264.19599999999986,572.204,382.0479999999991,321.252,259.5986666666669,256.768,432.54266666666723
269.3373333333338,561.0266666666661,373.5106666666663,324.97066666666757,263.5946666666669,262.33733333333316,432.54266666666723
269.3373333333338,561.0266666666661,373.5106666666663,324.97066666666757,263.5946666666669,262.33733333333316,427.84933333333385
272.60933333333264,568.770666666666,372.3253333333333,337.79866666666766,270.6346666666662,266.85200000000003,427.84933333333385
272.60933333333264,568.770666666666,372.3253333333333,337.79866666666766,270.6346666666662,266.85200000000003,437.3346666666664
275.1946666666672,550.2573333333331,364.48133333333345,340.34266666666684,279.12266666666704,268.4853333333335,437.3346666666664
275.1946666666672,550.2573333333331,364.48133333333345,340.34266666666684,279.12266666666704,268.4853333333335,442.86000000000007
279.9506666666664,551.014666666668,365.4186666666678,348.79866666666675,282.9573333333331,268.15199999999976,442.86000000000007
279.9506666666664,551.014666666668,365.4186666666678,348.79866666666675,282.9573333333331,268.15199999999976,457.066666666666
281.3693333333329,531.4920000000006,361.9986666666662,346.358666666666,281.3520000000001,262.2373333333334,457.066666666666
281.3693333333329,531.4920000000006,361.9986666666662,346.358666666666,281.3520000000001,262.2373333333334,470.07866666666615
285.9319999999993,534.4319999999999,367.7880000000004,348.6880000000003,282.33466666666595,264.0613333333327,470.07866666666615
285.9319999999993,534.4319999999999,367.7880000000004,348.6880000000003,282.33466666666595,264.0613333333327,482.995999999999
284.3813333333328,522.1053333333317,369.6266666666659,338.17333333333295,282.2946666666671,266.6786666666665,482.995999999999
284.3813333333328,522.1053333333317,369.6266666666659,338.17333333333295,282.2946666666671,266.6786666666665,489.2000000000003
284.02800000000025,535.5639999999989,379.84666666666703,335.9000000000005,282.65466666666646,271.85733333333286,489.2000000000003
284.02800000000025,535.5639999999989,379.84666666666703,335.9000000000005,282.65466666666646,271.85733333333286,496.1826666666675
282.545333333334,527.4306666666675,378.0946666666667,333.02799999999985,278.190666666667,272.65866666666716,496.1826666666675
282.545333333334,527.4306666666674,378.0946666666667,333.02799999999985,278.190666666667,272.65866666666716,487.5440000000006
283.450666666667,543.8880000000014,377.28933333333316,337.8373333333325,277.1133333333328,273.14133333333393,487.5440000000006
