timestamp,system_processes_system_processes_energy
2026-06-14 15:19:18.250,71158.27079999997
2026-06-14 15:19:33.250,71015.90760000005
2026-06-14 15:19:48.250,70795.36440000011
2026-06-14 15:20:03.250,69874.7328000001
2026-06-14 15:20:18.250,69740.35920000006
2026-06-14 15:20:33.250,69412.92840000003
2026-06-14 15:20:48.250,69045.03360000002
2026-06-14 15:21:03.250,68225.8536
2026-06-14 15:21:18.250,68141.31120000004
2026-06-14 15:21:33.250,69483.43800000001
2026-06-14 15:21:48.250,69787.81079999992
2026-06-14 15:22:03.250,70132.5143999999
2026-06-14 15:22:18.250,70221.08519999993
2026-06-14 15:22:33.250,71128.88999999991
2026-06-14 15:22:48.250,71188.34039999988
2026-06-14 15:23:03.250,71576.97479999992
2026-06-14 15:23:18.250,71979.82560000001
2026-06-14 15:23:33.250,72900.02880000007
