timestamp,system_processes_system_processes_energy
2026-06-14 15:44:25.588999987,71824.77445500014
2026-06-14 15:44:40.588999987,71811.1754550001
2026-06-14 15:44:55.588999987,71610.01371000014
2026-06-14 15:45:10.588999987,71766.16731
2026-06-14 15:45:25.588999987,71520.53399999981
2026-06-14 15:45:40.588999987,70998.10199999996
2026-06-14 15:45:55.588999987,70728.73200000006
2026-06-14 15:46:10.588999987,70764.12360000005
2026-06-14 15:46:25.588999987,70932.92039999999
2026-06-14 15:46:40.588999987,71356.62239999989
2026-06-14 15:46:55.588999987,71717.89319999993
2026-06-14 15:47:10.588999987,71358.85079999996
2026-06-14 15:47:25.588999987,71501.8716
2026-06-14 15:47:40.588999987,71113.27320000003
2026-06-14 15:47:55.588999987,71171.76644549996
2026-06-14 15:48:10.588999987,71627.67314549997
2026-06-14 15:48:25.588999987,72337.84424550005
2026-06-14 15:48:40.588999987,72001.77300000006
