system_processes_system_processes_energy
71901.77863215
71667.80161215001
71319.52430430002
71196.8929443
71081.84951999996
70608.9492
70143.51492000002
70190.84123999998
70225.60824
70984.27907999998
71284.51187999998
71729.98108978997
72078.77161978996
72328.945434895
72373.39667244503
72994.79848254999
73536.90651105
73593.73974000002
