system_processes_system_processes_energy
1679.1687376332834
1597.1557926814303
1454.6305624097474
1608.2399349282719
1599.7995641881587
1613.6483680458145
1665.3048999384912
1748.79027111969
1739.23142547944
1565.5020972240734
1451.5387719233029
1365.0285503767038
1379.9531411185567
1140.7150775157183
1221.33130151382
1129.7183844794413
1010.8827986061381
879.9361088281582
