timestamp,system_processes_system_processes_energy
2026-06-14 15:14:16.815999985,68164.37640000001
2026-06-14 15:14:31.815999985,68666.6628
2026-06-14 15:14:46.815999985,68710.58639999997
2026-06-14 15:15:01.815999985,68558.87879999995
2026-06-14 15:15:16.815999985,68607.16199999995
2026-06-14 15:15:31.815999985,69008.17679999993
2026-06-14 15:15:46.815999985,68963.13720000001
2026-06-14 15:16:01.815999985,69104.8728000001
2026-06-14 15:16:16.815999985,69003.70560000006
2026-06-14 15:16:31.815999985,69985.43639999998
2026-06-14 15:16:46.815999985,70621.80119999997
2026-06-14 15:17:01.815999985,70472.67119999995
2026-06-14 15:17:16.815999985,70714.91519999993
2026-06-14 15:17:31.815999985,71476.48799999998
2026-06-14 15:17:46.815999985,71730.3564
2026-06-14 15:18:01.815999985,71922.57960000004
2026-06-14 15:18:16.815999985,72735.16080000003
2026-06-14 15:18:31.815999985,72896.57039999995
