timestamp,system_processes_system_processes_energy
2026-06-14 15:39:24.128999949,71691.92640000008
2026-06-14 15:39:39.128999949,70937.41320000002
2026-06-14 15:39:54.128999949,70940.72880000001
2026-06-14 15:40:09.128999949,70637.40360000003
2026-06-14 15:40:24.128999949,70616.65680000001
2026-06-14 15:40:39.128999949,69865.67880000001
2026-06-14 15:40:54.128999949,69523.95599999989
2026-06-14 15:41:09.128999949,70093.91519999983
2026-06-14 15:41:24.128999949,70153.84079999999
2026-06-14 15:41:39.128999949,71250.55199999991
2026-06-14 15:41:54.128999949,71649.5687999998
2026-06-14 15:42:09.128999949,72404.8271999999
2026-06-14 15:42:24.128999949,72580.77359999988
2026-06-14 15:42:39.128999949,72758.034
2026-06-14 15:42:54.128999949,73077.91996500012
2026-06-14 15:43:09.128999949,73752.837765
2026-06-14 15:43:24.128999949,73811.14876499996
2026-06-14 15:43:39.128999949,73545.34230000002
