timestamp,system_processes_system_processes_energy
2026-06-14 15:24:19.723000050,72830.8620000001
2026-06-14 15:24:34.723000050,73439.7552000001
2026-06-14 15:24:49.723000050,73264.00320000004
2026-06-14 15:25:04.723000050,73271.77560000001
2026-06-14 15:25:19.723000050,73074.47400000002
2026-06-14 15:25:34.723000050,73492.3188
2026-06-14 15:25:49.723000050,73169.89559999997
2026-06-14 15:26:04.723000050,73487.18519999989
2026-06-14 15:26:19.723000050,73305.0899999999
2026-06-14 15:26:34.723000050,73878.38640000002
2026-06-14 15:26:49.723000050,73905.37560000003
2026-06-14 15:27:04.723000050,74278.2384
2026-06-14 15:27:19.723000050,74434.38840000003
2026-06-14 15:27:34.723000050,74665.16280000005
2026-06-14 15:27:49.723000050,74847.13920000009
2026-06-14 15:28:04.723000050,74693.28600000004
2026-06-14 15:28:19.723000050,74911.78439999999
2026-06-14 15:28:34.723000050,74761.05600000001
