timestamp,coredns_coredns_energy
2026-06-14 08:34:34.290999889,1043.3376000000005
2026-06-14 08:34:49.290999889,1066.5324000000005
2026-06-14 08:35:04.290999889,1070.3736000000001
2026-06-14 08:35:19.290999889,1079.848800000001
2026-06-14 08:35:34.290999889,1085.8356000000003
2026-06-14 08:35:49.290999889,1113.1775999999998
2026-06-14 08:36:04.290999889,1117.8612
2026-06-14 08:36:19.290999889,1116.9827999999993
2026-06-14 08:36:34.290999889,1123.4807999999998
2026-06-14 08:36:49.290999889,1113.901200000001
2026-06-14 08:37:04.290999889,1105.1099999999994
2026-06-14 08:37:19.290999889,1076.507999999998
2026-06-14 08:37:34.290999889,1071.9791999999993
2026-06-14 08:37:49.290999889,1060.264799999999
2026-06-14 08:38:04.290999889,1053.3023999999994
2026-06-14 08:38:19.290999889,1033.3007999999993
2026-06-14 08:38:34.290999889,1032.602399999999
2026-06-14 08:38:49.290999889,1034.8379999999995
