timestamp,coredns_coredns_energy
2026-06-14 08:29:32.786000013,1100.3148000000003
2026-06-14 08:29:47.786000013,1126.3175999999999
2026-06-14 08:30:02.786000013,1137.4019999999994
2026-06-14 08:30:17.786000013,1161.7163999999996
2026-06-14 08:30:32.786000013,1174.6152000000004
2026-06-14 08:30:47.786000013,1199.0339999999997
2026-06-14 08:31:02.786000013,1200.254399999999
2026-06-14 08:31:17.786000013,1210.5792
2026-06-14 08:31:32.786000013,1214.496
2026-06-14 08:31:47.786000013,1212.8651999999995
2026-06-14 08:32:02.786000013,1192.6079999999997
2026-06-14 08:32:17.786000013,1169.7048
2026-06-14 08:32:32.786000013,1156.9428000000003
2026-06-14 08:32:47.786000013,1137.0995999999998
2026-06-14 08:33:02.786000013,1122.5915999999997
2026-06-14 08:33:17.786000013,1090.3284000000006
2026-06-14 08:33:32.786000013,1076.2380000000005
2026-06-14 08:33:47.786000013,1062.0504
