coredns_coredns_energy
1070.96688
1088.59968
1092.3911999999998
1105.7887251856691
1111.1001651856693
1131.51816
1132.5510000000002
1136.1610799999999
1139.85072
1133.5237200000004
1128.60108
1106.3941199999997
1102.8024
1085.8300797760028
1080.9373197760026
1057.0813199999998
1056.2619599999998
1053.1868399999998
