timestamp,coredns_coredns_energy
2026-06-14 08:39:35.750,1055.0987999999995
2026-06-14 08:39:50.750,1079.4024000000009
2026-06-14 08:40:05.750,1086.4188000000004
2026-06-14 08:40:20.750,1101.920399999999
2026-06-14 08:40:35.750,1113.0695999999998
2026-06-14 08:40:50.750,1129.363200000002
2026-06-14 08:41:05.750,1127.6064000000024
2026-06-14 08:41:20.750,1129.4100000000021
2026-06-14 08:41:35.750,1134.4140000000016
2026-06-14 08:41:50.750,1127.1312000000003
2026-06-14 08:42:05.750,1118.4840000000006
2026-06-14 08:42:20.750,1090.9871999999998
2026-06-14 08:42:35.750,1086.6995999999997
2026-06-14 08:42:50.750,1066.3884000000003
2026-06-14 08:43:05.750,1055.0483999999992
2026-06-14 08:43:20.750,1032.6599999999992
2026-06-14 08:43:35.750,1029.3083999999994
2026-06-14 08:43:50.750,1023.0299999999991
