timestamp,coredns_coredns_energy
2026-06-14 08:49:38.648000002,1053.8999999999996
2026-06-14 08:49:53.648000002,1073.7216000000003
2026-06-14 08:50:08.648000002,1073.1707999999994
2026-06-14 08:50:23.648000002,1087.4592000000002
2026-06-14 08:50:38.648000002,1091.9592000000002
2026-06-14 08:50:53.648000002,1112.3028
2026-06-14 08:51:08.648000002,1110.4596000000004
2026-06-14 08:51:23.648000002,1114.4520000000005
2026-06-14 08:51:38.648000002,1124.3376000000007
2026-06-14 08:51:53.648000002,1115.0496000000012
2026-06-14 08:52:08.648000002,1111.7232
2026-06-14 08:52:23.648000002,1087.4555999999998
2026-06-14 08:52:38.648000002,1087.3836000000008
2026-06-14 08:52:53.648000002,1073.4407999999985
2026-06-14 08:53:08.648000002,1068.6095999999982
2026-06-14 08:53:23.648000002,1056.3047999999997
2026-06-14 08:53:38.648000002,1061.3807999999997
2026-06-14 08:53:53.648000002,1072.7063999999982
