timestamp,coredns_coredns_energy
2026-06-14 08:44:37.200999975,1027.9836
2026-06-14 08:44:52.200999975,1058.9651999999999
2026-06-14 08:45:07.200999975,1060.5383999999995
2026-06-14 08:45:22.200999975,1085.5728000000006
2026-06-14 08:45:37.200999975,1092.2328000000011
2026-06-14 08:45:52.200999975,1130.1227999999994
2026-06-14 08:46:07.200999975,1133.819999999999
2026-06-14 08:46:22.200999975,1143.6911999999988
2026-06-14 08:46:37.200999975,1149.5159999999996
2026-06-14 08:46:52.200999975,1153.396800000001
2026-06-14 08:47:07.200999975,1150.0020000000002
2026-06-14 08:47:22.200999975,1123.7687999999994
2026-06-14 08:47:37.200999975,1119.0312000000004
2026-06-14 08:47:52.200999975,1100.6568000000004
2026-06-14 08:48:07.200999975,1095.8616000000002
2026-06-14 08:48:22.200999975,1063.5480000000005
2026-06-14 08:48:37.200999975,1062.3636000000004
2026-06-14 08:48:52.200999975,1057.5288000000016
