timestamp,coredns_coredns_energy
2026-06-14 08:14:28.436000109,1082.7432
2026-06-14 08:14:43.436000109,1094.3568
2026-06-14 08:14:58.436000109,1094.3568
2026-06-14 08:15:13.436000109,1100.9952
2026-06-14 08:15:28.436000109,1100.9952
2026-06-14 08:15:43.436000109,1118.1384
2026-06-14 08:15:58.436000109,1118.1384
2026-06-14 08:16:13.436000109,1116.3815999999995
2026-06-14 08:16:28.436000109,1116.3815999999995
2026-06-14 08:16:43.436000109,1110.5171999999998
2026-06-14 08:16:58.436000109,1110.5171999999998
2026-06-14 08:17:13.436000109,1092.4092000000003
2026-06-14 08:17:28.436000109,1092.4092000000003
2026-06-14 08:17:43.436000109,1072.51799776003
2026-06-14 08:17:58.436000109,1072.51799776003
2026-06-14 08:18:13.436000109,1046.7071999999998
2026-06-14 08:18:28.436000109,1046.7071999999998
2026-06-14 08:18:43.436000109,1039.5575999999999
