timestamp,linkerd-proxy_linkerd-proxy_energy
2026-06-14 14:41:21.599999905,17965.983599999996
2026-06-14 14:41:36.599999905,18077.3892
2026-06-14 14:41:51.599999905,18071.179199999984
2026-06-14 14:42:06.599999905,18188.618399999992
2026-06-14 14:42:21.599999905,18275.3172
2026-06-14 14:42:36.599999905,18320.839200000006
2026-06-14 14:42:51.599999905,18427.4424
2026-06-14 14:43:06.599999905,18395.485199999992
2026-06-14 14:43:21.599999905,18517.94279999999
2026-06-14 14:43:36.599999905,18381.085200000005
2026-06-14 14:43:51.599999905,18277.088400000004
2026-06-14 14:44:06.599999905,18090.917999999998
2026-06-14 14:44:21.599999905,18113.166
2026-06-14 14:44:36.599999905,17987.389199999994
2026-06-14 14:44:51.599999905,17921.955599999998
2026-06-14 14:45:06.599999905,17756.236800000002
2026-06-14 14:45:21.599999905,17709.526799999996
2026-06-14 14:45:36.599999905,17652.42719999999
