timestamp,linkerd-proxy_linkerd-proxy_energy
2026-06-14 14:46:23.046999931,17694.93239999999
2026-06-14 14:46:38.046999931,17923.132800000007
2026-06-14 14:46:53.046999931,17840.02320000001
2026-06-14 14:47:08.046999931,17991.817200000005
2026-06-14 14:47:23.046999931,17987.50440000001
2026-06-14 14:47:38.046999931,18216.665999999994
2026-06-14 14:47:53.046999931,18223.192799999993
2026-06-14 14:48:08.046999931,18318.20760000001
2026-06-14 14:48:23.046999931,18385.830000000013
2026-06-14 14:48:38.046999931,18378.867599999998
2026-06-14 14:48:53.046999931,18386.11799999999
2026-06-14 14:49:08.046999931,18224.837999999985
2026-06-14 14:49:23.046999931,18353.354399999997
2026-06-14 14:49:38.046999931,18227.419200000004
2026-06-14 14:49:53.046999931,18238.1508
2026-06-14 14:50:08.046999931,18059.45400000002
2026-06-14 14:50:23.046999931,18078.483600000025
2026-06-14 14:50:38.046999931,18083.84040000001
