linkerd-proxy_linkerd-proxy_energy
17922.782880000002
18005.076000000005
17977.456439999998
18028.626119999997
18102.205079999996
18200.6819507425
18256.456390742496
18293.087519999997
18379.26864
18308.397960000002
18220.39776
18121.021919999996
18148.28688
18097.505280000005
18029.477160000002
17917.991280000002
17853.917040000004
17822.377800000006
