timestamp,linkerd-proxy_linkerd-proxy_energy
2026-06-14 14:51:24.519000052,18162.37080000001
2026-06-14 14:51:39.519000052,18201.312000000005
2026-06-14 14:51:54.519000052,18133.034399999997
2026-06-14 14:52:09.519000052,18182.213999999993
2026-06-14 14:52:24.519000052,18329.212799999994
2026-06-14 14:52:39.519000052,18326.05199999999
2026-06-14 14:52:54.519000052,18379.25279999999
2026-06-14 14:53:09.519000052,18281.458799999982
2026-06-14 14:53:24.519000052,18386.675999999985
2026-06-14 14:53:39.519000052,18266.25599999999
2026-06-14 14:53:54.519000052,18061.045199999993
2026-06-14 14:54:09.519000052,17921.091600000007
2026-06-14 14:54:24.519000052,17920.645200000003
2026-06-14 14:54:39.519000052,17846.931599999993
2026-06-14 14:54:54.519000052,17658.608399999994
2026-06-14 14:55:09.519000052,17683.487999999994
2026-06-14 14:55:24.519000052,17579.149199999996
2026-06-14 14:55:39.519000052,17594.373600000014
