linkerd-proxy_linkerd-proxy_energy
172.98375053416197
142.74100729026404
153.80114410502705
158.05236571258018
177.71845407606108
193.47434841744197
202.23580844832398
217.44470084852026
207.9508695181991
193.76634908181714
219.36233425804133
185.59393110698286
186.74830676282434
184.51385752291011
222.34201277783254
174.6403956717478
181.48807483098437
188.8996971730745
