timestamp,linkerd-proxy_linkerd-proxy_energy
2026-06-14 14:26:17.167000055,17778.79079999999
2026-06-14 14:26:32.167000055,17807.18760000001
2026-06-14 14:26:47.167000055,17814.7188
2026-06-14 14:27:02.167000055,17858.84039999999
2026-06-14 14:27:17.167000055,17889.515999999992
2026-06-14 14:27:32.167000055,18011.278799999996
2026-06-14 14:27:47.167000055,18070.2144
2026-06-14 14:28:02.167000055,18219.650400000002
2026-06-14 14:28:17.167000055,18261.867600000005
2026-06-14 14:28:32.167000055,18251.182800000002
2026-06-14 14:28:47.167000055,18126.702000000005
2026-06-14 14:29:02.167000055,18045.140399999997
2026-06-14 14:29:17.167000055,18039.2256
2026-06-14 14:29:32.167000055,17954.8344
2026-06-14 14:29:47.167000055,17900.8596
2026-06-14 14:30:02.167000055,17802.741600000005
2026-06-14 14:30:17.167000055,17740.9764
2026-06-14 14:30:32.167000055,17617.6116
