timestamp,linkerd-proxy_linkerd-proxy_energy
2026-06-14 14:31:18.657000065,17839.4832
2026-06-14 14:31:33.657000065,18132.119999999995
2026-06-14 14:31:48.657000065,18073.447200000002
2026-06-14 14:32:03.657000065,18273.751199999995
2026-06-14 14:32:18.657000065,18267.638399999996
2026-06-14 14:32:33.657000065,18500.864399999995
2026-06-14 14:32:48.657000065,18531.62279999999
2026-06-14 14:33:03.657000065,18579.398399999984
2026-06-14 14:33:18.657000065,18647.128799999988
2026-06-14 14:33:33.657000065,18504.9504
2026-06-14 14:33:48.657000065,18525.826800000003
2026-06-14 14:34:03.657000065,18305.945999999996
2026-06-14 14:34:18.657000065,18372.297599999994
2026-06-14 14:34:33.657000065,18317.610000000004
2026-06-14 14:34:48.657000065,18335.948400000005
2026-06-14 14:35:03.657000065,18141.526800000003
2026-06-14 14:35:18.657000065,18096.742800000004
2026-06-14 14:35:33.657000065,18042.44040000001
