timestamp,linkerd-proxy_linkerd-proxy_energy
2026-06-14 15:01:27.434999943,18043.041600000015
2026-06-14 15:01:42.434999943,17995.676400000004
2026-06-14 15:01:57.434999943,17990.496
2026-06-14 15:02:12.434999943,17910.226800000015
2026-06-14 15:02:27.434999943,18010.77840000002
2026-06-14 15:02:42.434999943,18046.519199999995
2026-06-14 15:02:57.434999943,18008.830799999992
2026-06-14 15:03:12.434999943,17923.863600000004
2026-06-14 15:03:27.434999943,18030.9888
2026-06-14 15:03:42.434999943,18031.528799999993
2026-06-14 15:03:57.434999943,17902.735199999996
2026-06-14 15:04:12.434999943,17931.1284
2026-06-14 15:04:27.434999943,17939.754000000015
2026-06-14 15:04:42.434999943,17983.083600000005
2026-06-14 15:04:57.434999943,17830.324799999984
2026-06-14 15:05:12.434999943,17796.05280000001
2026-06-14 15:05:27.434999943,17846.222400000017
2026-06-14 15:05:42.434999943,17888.327999999994
