total_idle_energy,total_active_energy,total_energy_difference,total_idle_carbon_emission,total_active_carbon_emission,total_carbon_emission_difference
38870.711380758745,45233.43813125633,6362.7267504975825,0.02694181182081194,0.029822561823266588,0.002880750002454649
