api-gateway_energy,clientone_energy,clientthree_energy,clienttwo_energy,kernel_processes_energy,orchestrator_energy,policy_energy,policy-enforcer_energy,rabbitmq_energy,server_energy,sidecar_energy,system_processes_energy
5371.685298108368,14331.644894765826,13641.280878439286,14188.01926777661,502717.51660405396,5200.307022572654,10632.146662478273,4797.661688573179,28583.034671568978,13681.276445517613,102092.3702206807,1252723.9538358916
5351.949549528011,14346.419830975994,13652.248963523316,14210.057002457985,502965.8252379734,5195.028008727591,10636.263860228486,4784.320842619398,28609.86687672911,13695.227586535193,102006.1987613928,1253168.1283448082
5342.48187809944,14353.379238118852,13662.659969592461,14205.120713340539,503197.1720299763,5193.568752845238,10642.07002079849,4784.263018459734,28627.988337163286,13709.602448509984,101907.51278332264,1253555.4498032748
5322.552578288399,14366.370126403219,13673.13342295381,14225.2263089988,503435.21665121353,5190.261665901027,10647.3606036239,4769.967427920169,28656.100421181724,13722.031499413342,101783.22330124119,1253967.4247723038
5312.656393064309,14373.200771361202,13682.402021842403,14218.821871904778,503651.7486636627,5189.019234528478,10649.52409228359,4766.025070777311,28679.074058786766,13732.405099728467,101674.26775175217,1254340.3372412727
5292.126307830883,14384.516475246148,13688.728918376015,14240.619260783147,503884.8619631244,5185.66687397409,10654.790393455181,4752.764479397759,28711.3697331029,13744.342159983544,101540.99886939353,1254620.4525261458
5283.199691234244,14392.546417473037,13699.606561727589,14237.842479130304,504109.5609875243,5187.244140780812,10657.867935471988,4748.075513011204,28730.491282341343,13757.022007672618,101444.52544341801,1255036.4849058867
5263.528883712797,14404.080182855643,13709.071299122546,14263.404036121634,504351.18369555165,5184.745674490108,10663.688387842507,4735.074924614627,28754.13899105723,13766.895038790317,101320.79077186673,1255319.3790775272
5253.507502147671,14415.877867598292,13719.60639231411,14259.805858111575,504573.5387467024,5182.846707840949,10665.052109481163,4730.6456235379455,28778.18551288263,13777.70000543948,101230.99826273926,1255785.7550356295
5234.0465743257855,14431.349002854295,13725.861927503189,14282.533495007054,504814.54651723383,5178.355279617764,10670.583945164466,4716.056421255057,28812.39769519275,13791.62368409877,101127.28735985683,1256145.8781213125
5224.585537677794,14443.623454534967,13735.801442518801,14280.86565354937,505046.87389549793,5178.039124505719,10673.740588605175,4712.309371301743,28833.71108773477,13801.284813183738,101047.51056316796,1256541.541681221
