kernel_processes_kernel_processes_energy
5544.041805766664
5019.742716139973
4241.151411575319
3651.8607393651437
2892.985175390398
2228.1128141797103
1418.3712136395907
755.0093604253356
424.9788060220972
238.38681783444306
131.92114287345916
211.21287351583322
89.83146492680403
194.16747947114064
114.64554677446256
139.33748092139294
102.54854327967941
100.1213800496187
