timestamp,kernel_processes_kernel_processes_energy
2026-06-14 16:26:05.355999947,27060.5592
2026-06-14 16:26:20.355999947,27450.655199999997
2026-06-14 16:26:35.355999947,27665.783999999996
2026-06-14 16:26:50.355999947,28044.611999999997
2026-06-14 16:27:05.355999947,28221.785999999996
2026-06-14 16:27:20.355999947,28333.29599999999
2026-06-14 16:27:35.355999947,28385.42759999999
2026-06-14 16:27:50.355999947,28407.715199999995
2026-06-14 16:28:05.355999947,28374.3108
2026-06-14 16:28:20.355999947,28319.1732
2026-06-14 16:28:35.355999947,28184.7276
2026-06-14 16:28:50.355999947,27746.028
2026-06-14 16:29:05.355999947,27541.7712
2026-06-14 16:29:20.355999947,27120.420000000002
2026-06-14 16:29:35.355999947,26894.484000000004
2026-06-14 16:29:50.355999947,26757.176400000004
2026-06-14 16:30:05.355999947,26672.842800000002
2026-06-14 16:30:20.355999947,26689.1364
