timestamp,kernel_processes_kernel_processes_energy
2026-06-14 16:31:06.792000055,26844.919199999997
2026-06-14 16:31:21.792000055,27481.014
2026-06-14 16:31:36.792000055,27475.0236
2026-06-14 16:31:51.792000055,28012.564799999993
2026-06-14 16:32:06.792000055,28011.520799999995
2026-06-14 16:32:21.792000055,28315.6812
2026-06-14 16:32:36.792000055,28305.2196
2026-06-14 16:32:51.792000055,28295.01
2026-06-14 16:33:06.792000055,28331.424
2026-06-14 16:33:21.792000055,28174.906799999997
2026-06-14 16:33:36.792000055,28195.29
2026-06-14 16:33:51.792000055,27503.269200000002
2026-06-14 16:34:06.792000055,27550.130400000002
2026-06-14 16:34:21.792000055,27044.236800000006
2026-06-14 16:34:36.792000055,27093.3084
2026-06-14 16:34:51.792000055,26803.1988
2026-06-14 16:35:06.792000055,26840.008799999996
2026-06-14 16:35:21.792000055,26881.941600000002
