timestamp,kernel_processes_kernel_processes_energy
2026-06-14 16:56:13.963000059,26939.069999999978
2026-06-14 16:56:28.963000059,27349.34759999999
2026-06-14 16:56:43.963000059,27505.065599999998
2026-06-14 16:56:58.963000059,27961.462799999994
2026-06-14 16:57:13.963000059,28130.306399999998
2026-06-14 16:57:28.963000059,28368.0936
2026-06-14 16:57:43.963000059,28340.733599999985
2026-06-14 16:57:58.963000059,28358.128799999977
2026-06-14 16:58:13.963000059,28359.010799999993
2026-06-14 16:58:28.963000059,28332.856800000005
2026-06-14 16:58:43.963000059,28085.745600000006
2026-06-14 16:58:58.963000059,27630.071999999996
2026-06-14 16:59:13.963000059,27465.739200000004
2026-06-14 16:59:28.963000059,27059.796000000006
2026-06-14 16:59:43.963000059,26897.194799999997
2026-06-14 16:59:58.963000059,26640.867600000005
2026-06-14 17:00:13.963000059,26644.88160000001
2026-06-14 17:00:28.963000059,26646.61320000001
